都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号
静岡県,焼津市,道路台帳,"撮影,図化","8000,,1000","60.0KM2,44.5KM2",焼津市,国際航業,"58.3.17,59.8.31",1333
静岡県,森町,道路台帳,"撮影,図化","8000,,1000","134.3KM2,19.5KM2",森町,朝日航洋,"57.10.1,59.12.15",790
静岡県,小笠町,道路台帳,"撮影,図化","8000,,1000","30.3KM2,11.6KM2",小笠町,藤山測量設計,"58.1.10,59.2.10",1121
静岡県,賀茂村,道路台帳,"撮影,図化","8000,,1000","39.5KM2,6.3KM2",賀茂村,藤山測量設計,"57.12.1,59.3.25",788
静岡県,中伊豆町,ほ場整備,"撮影,図化","12500,,2500","98.8KM2,8.0KM2",静岡県沼津土地改良事務所,国際航業,"57.6.1,57.8.30",377
静岡県,河津町,道路計画,"撮影,図化","12500,,2500","35.0KM2,8.8KM2",静岡県,国際航業,"57.12.15,58.2.28",1060
静岡県,磐田市,道路台帳,図化,500,3.6KM2,磐田市,藤山測量設計,"57.6.10,57.11.12",
静岡県,湖西市,道路台帳,図化,500,8.0KM2,湖西市,藤山測量設計,"57.6.10,57.9.30",
静岡県,浜松市,道路台帳,図化,500,12.0KM2,浜松市,共同企業体,"57.6.5,58.3.25",
静岡県,金谷町,道路台帳,図化,1000,8.4KM2,金谷町,藤山測量設計,"57.10.16,58.3.25",
静岡県,富士市,都市計画,図化修正,2500,76.9KM2,富士市,アジア航測,"57.8.11,58.3.10",676
静岡県,天城湯ケ島町,治水計画,図化,2500,5.0KM2,中部地建沼津工事事務所,国際航業,"57.8.1,57.12.28",526
静岡県,富士宮市,砂防計画,図化,2500,19.4KM2,中部地建富士砂防工事事務所,国際航業,"58.2.17,58.3.30",1235
静岡県,,砂防計画,図化,2500,15.0KM2,中部地建富士砂防工事事務所,パシフイック航業,"58.2.10,58.3.25",1234
静岡県,清水市,農地保全整備,図化,2500,2.5KM2,静岡県清水土地改良事務所,藤山測量設計,"57.6.1,57.7.20",
静岡県,浜北市,都市計画,図化,2500,66.5KM2,浜北市,国際航業,"57.4.1,57.5.31",104
静岡県,浜松市,都市計画,図化修正,2500,58.9KM2,浜松市,藤山測量設計,"57.7.28,58.3.20",525
静岡県,袋井市,土地区画整理,平板,500,0.2KM2,袋井市,昭和設計,"57.9.27,58.2.28",
静岡県,磐田市,土地区画整理,平板,500,0.2KM2,磐田市,不二測量,"57.9.24,57.12.20",
静岡県,川根町,森林計画,写図,5000,176.0KM2,静岡県,パシフイック航業,"57.11.1,58.3.15",785
愛知県,豊根村,林野管理,基準点,2級,9point,愛知県,玉野総合コンサルタント,"57.6.1,58.2.28",
愛知県,名古屋市,都市開発,基準点,3級,5point,中部地建名古屋国道工事事務所,近代設計,"57.10.9,57.10.31",
愛知県,名古屋市,河川計画,水準,1級,117.8km,中部地建庄内川工事事務所,中央コンサルタント,"57.10.15,58.3.9",
愛知県,,地盤沈下,水準,1級,884.0km,愛知県,太栄コンサルタンツ他4社,"57.9.1,58.2.28",567
愛知県,名古屋市,地盤沈下,水準,1級,400.0km,名古屋市,玉野総合コンサルタント,"57.10.15,58.3.22",711
愛知県,"設楽町,東栄町,豊根村,新城市,豊田市,新城市",治山計画,撮影,16000,2450.0KM2,愛知県,朝日航洋,"57.11.1,58.1.31",914
愛知県,豊田市,道路台帳,"撮影,図化","4000,,500","74.7KM2,7.3KM2",豊田市,パシフイック航業,"57.7.10,58.3.31",520
愛知県,武豊町,道路台帳,"撮影,図化","4000,,500","25.2KM2,9.5KM2",武豊町,中日本航空測量,"57.5.15,60.3.25",190
愛知県,三好町,道路台帳,"撮影,図化","4000,,500","32.2KM2,0.9KM2",三好町,アジア航測,"57.7.23,58.3.25",524
愛知県,東浦町,道路台帳,"撮影,図化","4000,,500","31.9KM2,6.1KM2",東浦町,国際航業,"57.4.20,57.11.30",565
愛知県,田原町,土地区画整理,"撮影,図化","4000,,500","1.5KM2,0.4KM2",田原町,玉野総合コンサルタント,"57.12.8,58.3.26",
愛知県,春日井市,鉄道計画,"撮影,図化","4000,,500","5.0KM2,1.7KM2",日本国有鉄道岐阜工事局,中日本航空測量,"57.6.15,57.11.15",
愛知県,,道路計画,"撮影,図化","8000,,1000","13.2KM2,0.9KM2",中部地建愛知国道工事事務所,国際航業,"57.9.1,57.10.26",
愛知県,,道路台帳,"撮影,図化","8000,,1000","314.0KM2,9.2KM2",愛知県,玉野総合コンサルタント,"57.9.24,58.2.28",709
愛知県,"碧南市,半田市,高浜市,武豊町",港湾管理,"撮影,図化","8000,,1000","45.0KM2,12.2KM2",愛知県衣浦港工事事務所,アジア航測,"57.11.29,58.3.20",1056
愛知県,尾張旭市,道路台帳,"撮影,図化","8000,,1000","29.0KM2,14.5KM2",尾張旭市,パシフイック航業,"57.12.1,58.12.30",1059
愛知県,甚目寺町,道路台帳,"撮影,図化","8000,,1100","13.0KM2,9.0KM2",甚目寺町,アジア航測,"57.4.25,58.3.31",107
愛知県,津具村,ほ場整備,"撮影,図化","8000,,1000","8.0KM2,1.2KM2",津具村,中日本航空,"57.4.19,57.11.30",
愛知県,高浜市,都市計画,"撮影,図化","12000,,2500","45.0KM2,13.6KM2",高浜市,中央コンサルタント,"57.6.14,58.1.31",514
愛知県,尾西市,都市計画,"撮影,図化","12500,,2500","22.6KM2,22.6KM2",尾西市,アジア航測,"57.4.14,57.10.31",105
愛知県,西尾市,都市計画,"撮影,図化","12500,,2500","160.0KM2,95.0KM2",西尾市,中日本航空測量,"57.5.24,57.10.30",194
愛知県,東郷町,都市計画,"撮影,図化,図化","12500,,2500,,10000","54.0KM2,17.4KM2,29.7KM2",東郷町,アジア航測,"57.10.1,58.3.7",784
愛知県,藤岡町,農地計画,"撮影,図化","25000,,5000","37.0KM2,6.2KM2",藤岡町,パシフイック航業,"57.12.28,58.3.10",1119
愛知県,蒲郡市,下水道台帳,図化,500,0.1KM2,蒲郡市,アジア航測,"57.6.15,57.11.15",
愛知県,小牧市,道路台帳,図化,500,6.7KM2,小牧市,アジア航測,"57.7.23,58.2.28",
愛知県,刈谷市,道路台帳,図化,500,13.2KM2,刈谷市,アジア航測,"57.9.10,58.3.19",
愛知県,設楽町,道路計画,図化,1000,2.4KM2,愛知県新城土木事務所,アジア航測,"57.8.13,57.10.30",
愛知県,春日井市,道路台帳,図化,1000,2.2KM2,春日井市,国際航業,"57.4.17,57.4.30",
愛知県,下山村,道路管理,図化,1000,1.4KM2,下山村,アジア航測,"57.4.20,58.3.20",
愛知県,豊川市,道路台帳,図化,1000,5.4KM2,豊川市,アジア航測,"57.4.15,58.3.30",
愛知県,足助町,道路計画,図化,2500,6.9KM2,中部地建名古屋国道工事事務所,国際航業,"57.9.1,58.1.29",
愛知県,豊根村,治山計画,図化,2500,7.3KM2,愛知県設楽事務所,朝日航洋,"58.1.16,58.3.20",1306
愛知県,名古屋市,都市計画,図化,2500,62.0KM2,名古屋市,東日本航空,"57.12.18,58.3.25",1160
愛知県,名古屋市,道路台帳,平板,500,3.9KM2,名古屋市,敷島測量他7社,"57.5.1,57.10.31",
愛知県,名古屋市,道路台帳,平板,500,5.2KM2,名古屋市,太平洋測量設計他8社,"57.7.1,57.12.31",
愛知県,名古屋市,道路台帳,平板,500,2.7KM2,名古屋市,中部測量設計他5社,"57.10.1,58.3.31",
愛知県,名古屋市,道路台帳,平板,500,2.5KM2,名古屋市,飯沼コンサルタント他3社,"57.12.1,58.3.31",
愛知県,足助町,道路計画,平板,1000,0.2KM2,中部地建名古屋国道工事事務所,アジア航測,"57.12.17,58.3.25",
三重県,,地盤沈下,水準,1級,190.0km,木曽川下流工事事務所,中部復建,"57.9.30,58.2.28",780
三重県,,河川改修,水準,3級,28.0km,中部地建三重工事事務所,大栄調査設計,"57.9.29,58.1.26",
三重県,,河川改修,水準,3級,16.8km,中部地建三重工事事務所,福田測量社,"57.9.29,58.1.16",
三重県,"四日市市,鈴鹿市,亀山市",河川改修,水準,3級,71.5km,中部地建三重工事事務所,竹下測量調査,"57.9.29,58.1.26",
三重県,"鈴鹿市,河芸町,津市,久居市,嬉野町,三雲村",道路計画,"撮影,撮影","8000,,12500","86.0KM2,142.0KM2",中部地建三重工事事務所,国際航業,"57.5.17,57.8.15",450
三重県,鈴鹿市,都市計画,撮影,12500,198.9KM2,鈴鹿市,中日本航空,"57.5.13,57.7.30",227
三重県,,森林計画,撮影,16000,312.0KM2,三重県,中日本航空,"57.4.1,57.7.1",29
三重県,,河川改修,"撮影,図化","4000,,500","4.5KM2,0.5KM2",中部地建三重工事事務所,アジア航測,"57.12.26,58.3.10",
三重県,御浜町,確定測量,"撮影,図化","4000,,500","5.0KM2,1.4KM2",御浜町,玉野総合コンサルタント,"57.12.1,57.1.31",
三重県,四日市市,道路台帳,"撮影,図化","8000,,1000","52.1KM2,7.7KM2",四日市市,パシフイック航業,"57.10.1,58.3.21",713
三重県,亀山市,道路台帳,"撮影,図化","8000,,1000","153.4KM2,10.2KM2",亀山市,国際航業,"58.3.30,59.2.20",1337
三重県,白山町,道路台帳,"撮影,図化","8000,,1000","112.6KM2,24.0KM2",白山町,玉野総合コンサルタント,"57.5.6,59.3.31",191
三重県,美杉村,道路台帳,"撮影,図化","8000,,1000","207.2KM2,15.2KM2",美杉村,三重県建設技術センター,"57.5.1,57.7.30",192
三重県,名張市,ダム計画,"撮影,図化","8000,,1000","7.5KM2,1.4KM2",水資源開発公団比奈知ダム建設所,パシフイック航業,"58.1.27,58.3.25",1236
三重県,伊勢市,都市計画,"撮影,図化修正,図化修正","12500,,2500,,10000","141.8KM2,31.4KM2,119.0KM2",伊勢市,アジア航測,"57.9.8,57.12.5",643
三重県,松阪市,都市計画,"撮影,図化修正","12500,,2500","208.2KM2,127.0KM2",松阪市,大阪写真測量所,"57.10.25,58.5.20",970
三重県,二見町,都市計画,"撮影,図化","12500,,2500","12.0KM2,3.8KM2",二見町,アジア航測,"58.2.10,58.3.30",1334
三重県,松阪市,道路計画,図化,1000,55.7KM2,三重県,三重県建設技術センター,"57.9.20,58.3.20",
三重県,嬉野町,道路台帳,図化,1000,15.2KM2,嬉野町,三重県建設技術センター,"57.10.1,58.7.30",
三重県,一志町,道路台帳,図化,1000,15.2KM2,一志町,三重県建設技術センター,"57.10.1,58.7.30",
三重県,"鈴鹿市,河芸町,津市,久居市,嬉野町,三雲村",道路計画,図化修正,2500,17.4KM2,中部地建三重工事事務所,国際航業,"57.7.9,57.9.7",
滋賀県,栗東町,土地区画整理,"基準点,平板","500,,500","4point,0.1KM2",栗東町,三和測量建設,"57.5.20,57.6.20",
滋賀県,余呉町,道路台帳,撮影(対標有),8000,191.0KM2,余呉町,朝日航洋,"57.10.30,58.1.31",865
滋賀県,信楽町,災害調査,撮影,8000,163.5KM2,信楽町,パシフイック航業,"57.10.10,58.2.10",1136
福井県県境滋賀県,"敦賀市,県境長浜市",道路台帳,"撮影,図化","4000,,500","33.6KM2,1.6KM2",マキノ町,国際航業,"57.8.20,58.2.20",
滋賀県,栗東町,道路台帳,"撮影,図化","4000,,500","73.0KM2,2.1KM2",栗東町,関西航測,"58.3.5,58.5.30",1339
滋賀県,愛東町,道路台帳及び都市計画,"撮影,撮影,図化,図化","8000,,12500,,1000,,2500","60.0KM2,60.0KM2,2.1KM2,18.7KM2",愛東町,東洋航空事業,"57.4.20,58.3.31",137
滋賀県,浅井町,道路台帳,"撮影,図化","8000,,1000","75.0KM2,3.6KM2",浅井町,国際航業,"57.5.26,57.9.30",142
滋賀県,湖北町,道路台帳,"撮影,図化","8000,,1000","45.2KM2,3.9KM2",湖北町,アジア航測,"57.4.1,58.3.31",541
滋賀県,水口町,道路台帳,"撮影,図化","8000,,1000","134.1KM2,8.4KM2",水口町,関西航測,"57.10.1,58.3.31",800
滋賀県,甲賀町,道路台帳,"撮影,図化","8000,,1000","71.8KM2,5.3KM2",甲賀町,国際航業,"57.11.6,59.4.30",975
滋賀県,木之本町,ほ場整備,"撮影,図化","8000,,1000","35.0KM2,1.2KM2",木之本町,大阪写真測量所,"58.2.20,58.3.31",1309
滋賀県,,ダム計画,"撮影,図化","12500,,2500","60.0KM2,20.5KM2",近畿地建高時川ダム調査事務所,アジア航測,"57.8.28,58.1.25",648
滋賀県,,湖岸事業,"撮影,図化","12500,,2500","177.0KM2,43.8KM2",滋賀県土木部,アジア航測,"57.1.28,57.5.25",37
滋賀県,近江八幡市,都市計画,"撮影,図化","12500,,2500","77.0KM2,52.0KM2",近江八幡市,アジア航測,"57.11.15,58.1.31",977
滋賀県,彦根市,都市計画,"撮影,図化修正","12500,,2500","37.6KM2,13.5KM2",彦根市,アジア航測,"58.3.15,58.5.31",1338
滋賀県,湖東町,都市計画,"撮影,図化新規,図化修正","12500,,2500,,2500","65.0KM2,20.4KM2,6.0KM2",湖東町,パシフイック航業,"57.10.22,57.12.31",795
滋賀県,多賀町,森林計画,"撮影,写図","16000,,5000","72.0KM2,60.0KM2",滋賀県,大阪写真測量所,"57.7.20,58.1.31",989
滋賀県,守山市,都市計画,図化,1000,9.7KM2,守山市,関西航測,"57.7.16,57.10.30",535
滋賀県,虎姫町,道路台帳,図化,1000,1.6KM2,虎姫町,国際航業,"57.4.20,57.11.15",
滋賀県,西浅井町,道路台帳,図化,1000,1.5KM2,西浅井町,朝日航洋,"57.9.10,58.3.31",
滋賀県,秦荘町,道路台帳,図化,1000,5.1KM2,秦荘町,朝日航洋,"58.1.24,58.3.30",
滋賀県,竜王町,道路台帳,図化,1000,3.0KM2,竜王町,パシフイック航業,"58.2.28,58.3.30",
滋賀県,虎姫町,都市計画,図化,2500,9.6KM2,虎姫町,国際航業,"57.3.19,57.7.15",232
滋賀県,蒲生町,土地区画整理,"平板,平板","500,,1000","0.2KM2,0.2KM2",蒲生町,国土開発センター,"57.6.1,57.8.31",
京都府,京都市,道路台帳,基準点,1級,5point,京都市,拓殖測量,"57.7.29,57.10.25",
京都府,宮津市,港湾計画,"基準点,水準,平板","3級,,3級,,500","2point,2.7km,0.1KM2",宮津市,吉永測量設計,"57.6.15,57.6.30",
京都府,,国有林境界調査,基準点,図根点,7point,大阪営林局,自営,"57.5.10,58.2.20",
京都府,"京都市,向日市,長岡京市,大山崎町",地盤沈下,水準,1級,33.8km,京都府,関西測量所,"58.1.31,58.3.19",1135
京都府,京都市,地盤沈下,水準,1級,68.0km,京都市,関西測量所,"58.2.10,58.4.15",1326
京都府,,下水道計画,水準,2級,12.4km,京都府流域下水道事務所,菊地測量設計事務所,"57.9.1,57.11.20",
京都府,,道路台帳,"撮影,図化","4000,,500","77.5KM2,2.9KM2",京都府,国際・和田・野間共同企業体,"57.7.23,58.2.10",545
京都府,,道路台帳,"撮影,図化","4000,,500","83.2KM2,2.1KM2",京都府,パシフイック・望月・谷舗共同企業体,"57.7.23,58.2.10",545
京都府,,道路台帳,"撮影,図化","4000,,500","63.3KM2,1.8KM2",京都府,内外・中村・片山共同企業体,"57.7.23,58.2.10",545
京都府,,道路台帳,"撮影,図化","4000,,500","80.0KM2,2.2KM2",京都府,アジア・吹上・第一共同企業体,"57.7.23,58.2.10",545
京都府,,道路台帳,"撮影,図化","4000,,500","87.7KM2,2.2KM2",京都府,東日本・吉永・中地共同企業体,"57.7.23,58.2.10",545
京都府,,道路台帳,"撮影,図化","4000,,500","73.6KM2,2.1KM2",京都府,関西航測・町井・滝下共同企業体,"57.7.23,58.2.10",545
京都府,城陽市,都市計画,"撮影,図化","8000,,1000","27.8KM2,7.5KM2",城陽市,朝日航洋,"57.8.1,57.10.31",536
京都府,福知山市,道路台帳,"撮影,図化","8000,,1000","30.6KM2,2.3KM2",福知山市,アジア航測,"57.10.5,58.3.19",797
京都府,丹波町,道路台帳,"撮影,図化","8000,,1000","139.1KM2,2.4KM2",丹波町,パシフイック航業,"57.4.5,58.9.30",317
京都府,瑞穂町,道路台帳,"撮影,図化","8000,,1000","180.7KM2,3.4KM2",瑞穂町,パシフイック航業,"57.4.20,58.9.30",319
京都府,三和町,道路台帳,"撮影,図化","8000,,1000","160.7KM2,2.9KM2",三和町,パシフイック航業,"57.4.10,58.9.30",318
京都府,大宮町,道路台帳,"撮影,図化","8000,,1000","68.8KM2,3.9KM2",大宮町,国際航業,"57.7.30,58.7.31",534
京都府,京都市,都市計画,"撮影,撮影,図化新規,図化修正,図化","12500,,30000,,2500,,2500,,10000","131.8KM2,121.5KM2,24.0KM2,57.0KM2,144.0KM2",京都市,パシフイック航業,"57.7.15,58.3.19",379
京都府,井手町,都市計画,"撮影,図化","12500,,2500","30.9KM2,8.5KM2",井手町,国際航業,"57.7.21,57.9.30",543
京都府,美山町,都市計画,"撮影,図化","12500,,2500","50.0KM2,15.0KM2",京都府,国際航業,"57.10.20,58.2.20",1067
京都府,宇治市,都市計画,"撮影,図化修正","12500,,2500","33.1KM2,15.8KM2",宇治市,関西航測,"57.9.1,57.12.28",792
京都府,"網野町,久美浜町",農地開発,図化,1000,2.7KM2,近畿農政局,アジア航測,"57.10.25,58.1.25",
京都府,舞鶴市,道路台帳,図化,1000,2.6KM2,舞鶴市,八州,"57.8.20,58.3.25",
京都府,城陽市,農村モデル事業計画,図化,1000,2.2KM2,城陽市,朝日航洋,"58.3.8,58.4.9",
京都府,岩滝町,都市計画,図化,2500,11.8KM2,岩滝町,富士測量,"57.6.20,57.8.31",299
京都府,久御山町,都市計画,図化,2500,13.6KM2,久御山町,パシフイック航業,"57.4.25,57.7.20",380
京都府,福知山市,土地区画整理,平板,500,0.4KM2,福知山市,三和測量建設,"57.11.22,58.2.28",
京都府,大江町,ほ場整備,平板,500,0.1KM2,大江町,吉永測量設計,"57.7.1,57.7.31",
京都府,園部町,土地区画整理,平板,500,0.4KM2,園部町,三和測量建設,"57.8.25,57.9.30",
大阪府,東大阪市,道路境界調査,"基準点,水準","2級,,3級","10point,136.0km",東大阪市,明建技術コンサルタンツ,"58.1.10,58.3.31",
大阪府,,地盤沈下,水準,1級,636.0km,大阪府,大阪測量他3社,"57.10.1,58.2.28",718
大阪府,大阪市,地盤沈下,水準,1級,255.0km,大阪市,日本工事測量,"57.10.1,58.2.28",649
大阪府,枚方市,地盤沈下,水準,1級,62.0km,枚方市,新都市設計,"57.10.1,58.2.28",651
大阪府,守口市,地盤沈下,水準,1級,21.0km,守口市,パシフイック航業,"57.10.1,58.2.28",685
大阪府,堺市,地盤沈下,水準,1級,63.0km,堺市,本州測量設計,"57.10.20,58.2.28",871
大阪府,,地盤沈下(港湾管理),水準,1級,118.8km,大阪市港湾局,大阪測量,"58.1.5,58.2.22",
大阪府,東大阪市,地盤沈下,水準,1級,20.0km,東大阪市,八州,"57.12.1,58.2.28",1161
大阪府,,自然保護,撮影,8000,1003.0KM2,大阪府,日本工事測量,"57.8.21,58.1.14",1085
大阪府,堺市,道路台帳,"撮影,図化","3000,,500","0.8KM2,0.5KM2",堺市,国際航業,"58.1.15,58.3.31",
大阪府,和泉市,道路台帳,"撮影,図化","4000,,500","62.8KM2,24.9KM2",和泉市,パシフイック航業,"57.2.20,58.8.31",
大阪府,四條畷市,道路台帳,"撮影,図化","4000,,500","30.0KM2,18.9KM2",四条畷市,サンヨー開発測量,"57.8.1,60.3.25",321
大阪府,貝塚市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","35.7KM2,31.3KM2,0.4KM2,1.5KM2",貝塚市,国際航業,"57.10.1,59.9.30",974
大阪府,吹田市,都市計画,"撮影,図化","4000,,500","49.9KM2,36.6KM2",吹田市,関西測量所,"57.10.16,59.3.31",862
大阪府,東大阪市,都市計画,"撮影,図化","4000,,500","7.0KM2,1.3KM2",東大阪市,サンヨー開発測量,"58.1.5,58.3.25",
大阪府,田尻町,道路台帳,"撮影,図化","4000,,500","3.9KM2,2.1KM2",田尻町,アジア航測,"57.5.24,58.3.5",
大阪府,豊能町,道路台帳,"撮影,図化","8000,,1000","34.5KM2,3.4KM2",豊能町,国際航業,"56.12.1,57.9.30",
大阪府,美原町,道路台帳,"撮影,図化","8000,,1000","13.4KM2,4.0KM2",美原町,国際航業,"57.5.10,57.11.30",265
大阪府,堺市,道路台帳,図化,500,10.2KM2,堺市,国際航業,"57.8.3,58.3.31",
大阪府,茨木市,道路台帳,図化,500,32.0KM2,茨木市,パシフイック航業,"57.6.21,58.3.31",
大阪府,泉南市,道路台帳,図化,500,2.6KM2,泉南市,パシフイック航業,"57.12.1,58.4.30",1280
大阪府,門真市,道路計画,図化,1000,1.5KM2,近畿地建浪速国道工事事務所,国際航業,"57.7.29,57.8.26",
大阪府,寝屋川市,道路台帳,平板,500,0.1KM2,寝屋川市,アジア航測,"57.7.15,58.3.31",
兵庫県,神戸市,境界調査,基準点,1級,4point,神戸市,林測量設計,"58.2.9,58.3.31",
兵庫県,"尼崎市,西宮市,伊丹市",地盤沈下,水準,1級,13.0km,兵庫県,朝日航洋,"57.10.5,57.12.10",798
兵庫県,尼崎市,地盤沈下,水準,1級,100.0km,尼崎市,朝日航洋,"57.11.1,58.2.28",684
兵庫県,西宮市,地盤沈下,水準,1級,70.0km,西宮市,朝日航洋,"57.11.1,58.2.28",793
兵庫県,三木市,下水道計画,水準,3級,12.4km,三木市,六甲測建,"57.9.10,57.9.24",
兵庫県,"神戸市,三木市,小野市",道路計画,撮影(対標有),7000,76.5KM2,日本道路公団大阪建設局,パシフイック航業,"57.12.1,58.1.29",
兵庫県,神戸市,都市計画,撮影,10000,406.5KM2,神戸市,関西航測,"57.5.8,57.6.11",196
兵庫県,,道路台帳,"撮影,図化","4000,,500","117.8KM2,2.3KM2",兵庫県,内外エンジニアリング,"57.10.7,58.3.10",
兵庫県,,道路台帳,"撮影,図化","4000,,500","72.0KM2,2.2KM2",兵庫県,アジア航測,"57.10.20,58.3.10",
兵庫県,八千代町,道路台帳,"撮影,図化","4000,,500","14.0KM2,0.3KM2",八千代町,パシフイック航業,"57.4.20,57.6.21",112
兵庫県,西宮市,道路台帳,"撮影,図化新規,図化修正","4000,,500,,500","87.4KM2,14.6KM2,9.3KM2",西宮市,アジア航測,"57.8.1,60.3.31",546
兵庫県,洲本市,道路台帳,"撮影,図化","4000,,500","32.0KM2,0.6KM2",洲本市,大阪・阪神・兵庫測量共同企業体,"57.12.28,58.3.20",1086
兵庫県,小野市,道路台帳及び水道台帳,"撮影,図化","4000,,500","93.8KM2,16.3KM2",小野市,朝日航洋,"57.12.25,60.3.15",1308
兵庫県,神戸市,道路計画,"撮影,図化","4000,,500","17.8KM2,0.5KM2",神戸市,サンヨー開発測量,"57.10.12,57.12.10",
兵庫県,神戸市,都市計画,"撮影,図化","6000,,1000","80.0KM2,3.1KM2",神戸市,日本工事測量,"57.2.27,57.5.31",111
兵庫県,神戸市,宅地造成,"撮影,図化","6000,,1000","75.0KM2,50.0KM2",神戸市,東日本航空,"57.5.6,58.3.31",294
兵庫県,たつの市,漁港整備,"撮影,図化","8000,,1000","5.5KM2,0.3KM2",兵庫県竜野土木事務所,アジア航測,"57.3.29,57.4.20",12
兵庫県,山南町,道路台帳,"撮影,図化","8000,,1000","123.0KM2,3.8KM2",山南町,東洋航空事業,"57.5.20,58.2.10",141
兵庫県,養父町,道路台帳,"撮影,図化","8000,,1000","100.8KM2,3.2KM2",養父町,東洋航空事業,"57.5.20,57.12.20",140
兵庫県,春日町,道路台帳,"撮影,図化","8000,,1000","95.0KM2,4.5KM2",春日町,関西航測,"57.7.26,58.3.10",406
兵庫県,加西市,道路台帳,"撮影,図化","8000,,1000","150.4KM2,9.6KM2",加西市,パシフイック航業,"57.10.1,58.3.31",866
兵庫県,稲美町,道路台帳,"撮影,図化","8000,,1000","65.3KM2,6.9KM2",稲美町,関西航測,"57.9.13,58.3.31",867
兵庫県,美方町,道路台帳,"撮影,図化","8000,,1000","104.5KM2,7.8KM2",美方町,関西航測,"57.8.10,59.3.31",864
兵庫県,丹南町,道路台帳,"撮影,図化","8000,,1000","82.8KM2,4.7KM2",丹南町,朝日航洋,"57.11.19,58.10.31",988
兵庫県,東条町,道路台帳,"撮影,図化","8000,,1000","50.0KM2,3.3KM2",東条町,国際航業,"58.3.1,59.1.20",1277
兵庫県,三原町,道路台帳,"撮影,図化","8000,,1000","60.0KM2,9.7KM2",三原町,国際航業,"58.3.1,58.12.20",1278
兵庫県,,ほ場整備,"撮影,図化","8000,,1000","82.8KM2,4.7KM2",市川町,国際航業,"58.1.15,58.6.30",1239
兵庫県,豊岡市,都市計画,"撮影,図化","12500,,2500","341.0KM2,77.0KM2",豊岡市,パシフイック航業,"57.5.19,57.11.15",139
兵庫県,芦屋市,都市計画,"撮影,図化新規,図化修正","12500,,2500,,2500","25.7KM2,1.3KM2,8.9KM2",芦屋市,パシフイック航業,"57.5.14,57.8.31",231
兵庫県,明石市,道路台帳,図化,500,2.5KM2,明石市,アジア航測,"57.8.18,58.3.31",
兵庫県,相生市,道路台帳,"図化,図化","500,,1000","5.4KM2,5.0KM2",相生市,国際航業,"57.7.15,58.8.30",
兵庫県,但東町,道路台帳,図化,500,0.2KM2,但東町,パシフイック航業,"57.7.9,57.9.9",
兵庫県,御津町,道路台帳,図化,1000,1.6KM2,御津町,国際航業,"57.7.30,58.2.28",
兵庫県,三日月町,道路台帳,図化,1000,4.1KM2,三日月町,国際航業,"58.2.12,58.2.28",
兵庫県,東浦町,道路台帳,図化,1000,0.4KM2,東浦町,国際航業,"58.2.10,58.3.20",
兵庫県,一宮町,ダム計画,"図化,編集","2500,,2500","5.4KM2,1.7KM2",近畿地建姫路工事事務所,関西航測,"57.11.20,58.3.20",1071
兵庫県,一宮町,ダム計画,図化,2500,5.6KM2,近畿地建姫路工事事務所,関西航測,"58.1.29,58.3.30",
兵庫県,"柏原町,春日町,氷上町,黒田庄町,中町,山南町",河川計画,図化,2500,14.0KM2,兵庫県,アジア航測,"57.11.15,58.3.10",917
兵庫県,相生市,都市計画,"図化新規,図化修正","2500,,2500","4.8KM2,24.5KM2",相生市,国際航業,"57.9.1,57.10.15",686
兵庫県,神戸市,都市計画,図化修正,2500,136.6KM2,神戸市,アジア航測,"57.9.27,58.3.13",687
兵庫県,神戸市,用地測量,平板,500,1.1KM2,神戸市,国際航業,"57.8.1,58.2.28",
兵庫県,川西市,道路台帳,平板,500,0.6KM2,川西市,"内外エンジニアリング,共栄測量設計","57.9.1,58.3.31",
兵庫県,西宮市,土地区画整理,平板,500,0.2KM2,西宮市,八州,"57.6.15,57.12.11",
兵庫県,滝野町,土地区画整理,平板,500,0.3KM2,滝野町,八州,"57.8.10,58.2.28",
兵庫県,西宮市,土地区画整理,平板,500,0.3KM2,西宮市,八州,"57.3.1,57.6.6",
奈良県,,国有林境界調査,基準点,図根点,7point,大阪営林局,自営,"57.5.10,58.2.20",
大阪府,東大阪市,道路計画,"撮影,図化","4000,,500","2.4KM2,0.6KM2",奈良県,パシフイック航業,"57.12.10,58.3.20",
奈良県,生駒市,道路台帳,"撮影,図化","4000,,500","36.4KM2,2.2KM2",生駒市,パシフイック航業,"57.5.10,58.3.31",262
奈良県,大和郡山市,道路台帳,"撮影,図化","4000,,500","24.0KM2,21.0KM2",大和郡山市,パシフイック航業,"58.2.1,59.3.31",1223
奈良県,榛原町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","15.0KM2,90.0KM2,3.1KM2,9.4KM2",榛原町,日本工事測量,"57.12.20,58.12.31",1163
奈良県,曽爾村,道路台撮,"撮影,図化","8000,,1000","27.2KM2,1.0KM2",奈良県,パシフイック航業,"57.12.8,58.3.19",1088
奈良県,桜井市,遺跡保存管理図作成,"撮影,図化","8000,,1000","14.0KM2,5.6KM2",桜井市,関西航空写真測量,"57.4.15,57.5.31",33
