都道府県名,測量地域,測量目的,測量種別,縮尺,事業量,計画機関,実施機関,作業期間,付図番号
石川県,内灘町,道路台帳,"撮影,図化","4000,,500","13.0KM2,3.0KM2",内灘町,セントラル航業,"57.3.1,57.12.20",1318
石川県,小松市,河川改修,"撮影,図化","8000,,1000","26.0KM2,2.5KM2",北陸地建金沢工事事務所,アジア航測,"56.6.23,56.10.20",271
石川県,能都町,用水施設計画,図化,1000,1.4KM2,能都町,国際航業,"56.10.31,56.12.15",
石川県,"内灘町,野々市町,金沢市",都市計画,図化,2500,126.0KM2,石川県,セントラル航業,"56.6.20,56.9.30",404
石川県,金沢市,都市計画,図化,2500,99.0KM2,金沢市,セントラル航業,"56.6.20,56.9.30",403
石川県,七尾市,都市計画,図化,2500,42.4KM2,七尾市,北日本測量,"56.8.1,56.10.30",519
石川県,穴水町,都市計画,図化,2500,12.0KM2,穴水町,北日本測量,"56.8.10,56.9.30",531
石川県,能都町,都市計画,図化,2500,20.7KM2,能都町,国際航業,"56.10.31,57.3.31",896
福井県,池田町,境界調査,基準点,,29point,大阪営林局,自営,"56.7.1,56.8.31",
福井県,大野市,都市計画,基準点,,11point,大野市,三和測量建設,"56.11.12,56.12.20",
福井県,勝山市,都市計画,基準点,,13point,勝山市,三和測量建設,"56.11.12,56.12.20",
福井県,,地盤沈下,水準,,106.0km,福井県,アジア航測,"56.9.10,56.11.10",401
福井県,福井市,地盤沈下,水準,,75.0km,福井市,アジア航測,"56.9.10,56.11.30",528
福井県,勝山市,下水道事業,水準,,13.0km,勝山市,三和測量建設,"56.12.14,57.3.25",
福井県,"鯖江市,池田町",道路台帳,"撮影,図化","8000,,1000","62.8KM2,2.2KM2",福井県,パシフイック航業,"56.7.27,57.2.27",
福井県,,道路台帳,"撮影,図化","8000,,1000","69.1KM2,3.1KM2",福井県,国際航業,"56.7.27,57.2.27",
福井県,,道路台帳,"撮影,図化","8000,,1000","29.1KM2,1.0KM2",福井県,三和測量建設,"56.7.27,57.2.27",
福井県,清水町,道路台帳,"撮影,図化","8000,,1000","57.4KM2,3.4KM2",清水町,パシフイック航業,"56.4.20,57.3.31",173
福井県,上志比村,都市計画,"撮影,図化","8000,,2500","26.5KM2,9.1KM2",上志比村,パシフイック航業,"56.5.21,56.10.31",172
福井県,大野市,都市計画,"撮影,撮影,図化,図化","12500,,25000,,2500,,10000","40.0KM2,150.0KM2,27.6KM2,111.3KM2",大野市,開拓航営設計,"56.9.25,57.1.20",826
福井県,小浜市,道路台帳,図化,1000,3.6KM2,小浜市,パシフイック航業,"56.10.28,57.1.20",
福井県,福井市,土地区画整理,平板,500,2.6KM2,福井市,三和測量建設,"56.5.10,56.7.10",
福井県,福井市,土地区画整理,平板,500,1.0KM2,福井市,三和測量建設,"56.7.20,56.9.2",
福井県,武生市,土地区画整理,平板,500,1.2KM2,武生市,帝国コンサルタント,"56.8.15,56.11.30",
福井県,松岡町,土地区画整理,平板,500,0.4KM2,松岡町,三和測量建設,"56.5.15,56.7.30",
福井県,小浜市,土地区画整理,平板,500,0.1KM2,小浜市土地開発公社,若狭測量,"56.11.1,56.12.25",
岐阜県,,地盤沈下,水準,,120.0km,岐阜県,帝国測量,"56.11.1,56.12.31",907
岐阜県,"岐阜市,羽島市,大垣市,海津市,揖斐川町,大野町,池田町",河川改修,"撮影,撮影","4000,,12500","7.0KM2,612.0KM2",中部地建木曽川上流工事事務所,中日本航空,"56.5.11,56.6.29",91
岐阜県,,森林計画,撮影,16000,1454.0KM2,岐阜県,中日本航空,"56.4.30,56.7.30",36
岐阜県,岐阜市,道路台帳,"撮影,図化","4000,,500","30.0KM2,6.3KM2",岐阜市,アジア航測,"56.6.23,57.3.25",
岐阜県,御嵩町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","23.9KM2,32.5KM2,6.5KM2,2.3KM2",御嵩町,中日本航空,"56.11.10,58.6.30",1189
岐阜県,中津川市,砂防計画,"撮影,図化","8000,,1000","12.0KM2,5.9KM2",中部地建多治見工事事務所,中日本航空,"57.2.22,57.3.30",1374
岐阜県,白川町,道路台帳,"撮影,図化","8000,,1000","48.8KM2,6.8KM2",白川町,アジア航測,"56.8.11,57.3.30",537
岐阜県,岐阜市,都市計画,"撮影,図化,図化修正,図化","12000,,2500,,2500,,10000","354.0KM2,33.9KM2,57.4KM2,196.2KM2",岐阜市,帝国測量,"56.5.11,56.10.27",90
岐阜県,穂積町,都市計画,"撮影,図化","12500,,2500","40.0KM2,16.5KM2",穂積町,東洋航空事業,"56.3.31,56.7.31",34
岐阜県,萩原町,都市計画,"撮影,図化","12500,,2500","29.9KM2,10.1KM2",萩原町,パシフイック航業,"57.1.20,57.3.25",1265
岐阜県,"山岡町,瑞浪市",ダム計画,図化,1000,3.9KM2,中部地建庄内川工事事務所,中日本航空,"56.6.24,56.9.8",
岐阜県,坂祝町,道路計画,図化,1000,0.2KM2,中部地建岐阜国道工事事務所,パシフイック航業,"56.5.30,56.8.31",
岐阜県,"飛騨市,高山市,白川村",道路台帳,"図化,図化修正","1000,,1000","27.4KM2,3.1KM2",岐阜県,"中央コンサルタント,東洋航空事業,帝国測量","56.6.30,57.3.20",
岐阜県,中津川市,ほ場整備,図化,1000,6.0KM2,中津川市,中日本航空,"56.5.16,56.6.30",
岐阜県,真正町,道路台帳,図化,1000,11.7KM2,真正町,東洋航空事業,"56.7.20,57.3.20",
岐阜県,上宝村,砂防計画,図化,2500,20.0KM2,北陸地建神通川水系砂防工事事務所,アジア航測,"56.6.6,56.12.7",171
岐阜県,,河川管理,図化,2500,144.5KM2,中部地建木曽川上流工事事務所,中日本航空外4社,"56.11.25,57.3.24",
岐阜県,大垣市,都市計画,図化,2500,80.3KM2,大垣市,玉野総合コンサルタント,"56.11.15,57.2.27",961
岐阜県,多治見市,都市計画,図化,2500,31.9KM2,多治見市,富士測量,"56.4.10,56.6.30",37
岐阜県,北方町,都市計画,図化,2500,4.7KM2,北方町,帝国測量,"56.11.5,57.2.6",
岐阜県,垂井町,都市計画,図化,2500,47.2KM2,垂井町,東日本航空,"56.12.21,57.3.26",1197
岐阜県,中津川市,工業団地開発計画,図化,2500,3.0KM2,中津川市土地開発公社,中日本航空,"56.4.20,56.5.30",
岐阜県,垂井町,土地区画整理,平板,500,0.2KM2,垂井町,日東測量設計,"56.5.28,56.8.31",
岐阜県,関ケ原町,土地区画整理,平板,500,0.4KM2,関ヶ原町,吉位測量設計社,"56.5.21,56.8.31",
岐阜県,可児町,土地区画整理,平板,500,0.2KM2,可児町,大日コンサルタント,"56.8.13,56.9.26",
岐阜県,北方町,土地区画整理,平板,500,0.2KM2,北方町,日協測量設計,"56.12.11,57.1.30",
静岡県,富士宮市,崩壊調査,基準点,,10point,中部地建富士砂防工事事務所,国際航業,"57.2.25,57.3.10",
静岡県,,地盤沈下,水準,,53.5km,静岡県,玉野総合コンサルタント,"56.9.10,57.3.10",634
静岡県,,地盤沈下,水準,,70.2km,静岡県,玉野総合コンサルタント,"56.9.10,57.3.10",635
静岡県,芝川町,道路台帳,撮影,8000,74.5KM2,芝川町,国際航業,"56.9.5,56.11.30",800
静岡県,浜松市,森林計画,撮影,16000,1285.0KM2,静岡県,東日本航空,"56.5.1,56.9.30",35
静岡県,磐田市,道路台帳,"撮影,空三","4000,,4000","30.0KM2,94モデル",磐田市,藤山測量設計事務所,"56.12.10,57.3.21",
静岡県,湖西市,道路台帳,"撮影,空三","4000,,4000","19.2KM2,52モデル",湖西市,藤山測量設計事務所,"57.1.12,57.3.30",1264
静岡県,静岡市,都市計画,"撮影,図化","3000,,500","5.6KM2,0.6KM2",静岡市,アジア航測,"56.9.12,57.2.27",
静岡県,沼津市,都市計画,"撮影,図化","3000,,500","6.5KM2,1.3KM2",沼津市,パシフイック航業,"56.12.19,57.3.15",
静岡県,浜松市,道路台帳,"撮影,図化","4000,,500","19.5KM2,29.4KM2",浜松市,藤山測量設計外12社,"56.6.3,57.3.25",
静岡県,富士宮市,下水道台帳,"撮影,図化","4000,,500","7.3KM2,1.9KM2",富士宮市,アジア航測,"56.6.3,57.2.27",293
静岡県,伊東市,道路台帳,"撮影,図化","4000,,500","0.5KM2,0.1KM2",伊東市,パシフイック航業,"56.12.25,57.3.20",
静岡県,富士宮市,道路管理,"撮影,図化","5000,,1000","8.6KM2,2.5KM2",日本道路公団東京第一管理局,オオバ,"57.1.7,57.3.27",
静岡県,島田市,道路計画,"撮影,図化","8000,,1000","10.0KM2,1.0KM2",静岡県,アジア航測,"56.12.27,57.3.25",1268
静岡県,天城湯ケ島町,道路改築,"撮影,図化","8000,,1000","4.6KM2,1.1KM2",静岡県,国際航業,"57.1.29,57.3.25",
静岡県,静岡市,道路台帳,"撮影,図化","8000,,1000","20.3KM2,7.5KM2",静岡市,国際航業,"56.5.21,57.2.28",601
静岡県,島田市,道路台帳及び都市計画,"撮影,撮影,図化,図化","8000,,12500,,1000,,2500","200.0KM2,90.0KM2,54.6KM2,130.8KM2",島田市,パシフイック航業,"57.2.27,59.3.15",1380
静岡県,本川根町,道路台帳,"撮影,図化","8000,,1000","65.5KM2,3.4KM2",本川根町,パシフイック航業,"56.7.7,57.2.28",296
静岡県,修善寺町,道路台帳,"撮影,図化","8000,,1000","69.1KM2,17.6KM2",修善寺町,藤山測量設計事務所,"56.6.26,58.3.20",474
静岡県,浅羽町,道路台帳,"撮影,図化","8000,,1000","18.3KM2,8.0KM2",浅羽町,藤山測量設計事務所,"56.8.10,57.3.25",
静岡県,榛原町,道路台帳,"撮影,図化","8000,,1000","23.1KM2,6.1KM2",榛原町,藤山測量設計事務所,"56.9.12,57.3.25",
静岡県,大須賀町,道路台帳,"撮影,図化","8000,,1000","33.7KM2,1.3KM2",大須賀町,パシフイック航業,"56.9.31,57.3.10",905
静岡県,金谷町,道路台帳,"撮影,図化","8000,,1000","66.2KM2,2.8KM2",金谷町,藤山測量設計事務所,"56.12.10,57.3.20",1199
静岡県,戸田村,道路台帳,"撮影,図化","8000,,1000","35.2KM2,6.6KM2",戸田村,東日,"56.8.21,57.6.25",416
静岡県,土肥町,道路計画,"撮影,図化","12500,,2500","18.0KM2,4.0KM2",静岡県,東洋航空事業,"56.12.29,57.3.25",1219
静岡県,小山町,都市計画,"撮影,図化","12500,,2500","6.6KM2,3.0KM2",静岡県沼津土木事務所,東洋航空事業,"56.12.10,57.2.10",
静岡県,函南町,都市計画,"撮影,図化","12500,,2500","120.0KM2,66.2KM2",函南町,パシフイック航業,"56.5.20,56.11.30",221
静岡県,富士宮市,砂防工事,図化,1000,1.3KM2,中部地建富士砂防工事事務所,国際航業,"57.3.11,57.3.30",
静岡県,浜北市,ほ場整備,図化,1000,0.9KM2,静岡県浜松土地改良事務所,藤山測量設計事務所,"56.6.25,56.8.30",
静岡県,下田市,道路台帳,図化,1000,3.3KM2,下田市,パシフイック航業,"56.6.1,57.5.31",
静岡県,浜松市,都市計画,図化,2500,148.0KM2,浜松市,藤山測量設計事務所,"56.10.17,57.3.20",909
静岡県,富士市,都市計画,図化,2500,51.0KM2,富士市,アジア航測,"56.11.21,57.3.20",1080
静岡県,舞阪町,都市計画,図化,2500,4.1KM2,舞阪町,藤山測量設計事務所,"56.10.20,57.3.20",
静岡県,可美村,都市計画,図化,2500,3.4KM2,可美村,藤山測量設計事務所,"56.10.17,57.2.20",
静岡県,富士市,土地区画整理,平板,500,0.9KM2,富士市,昭和設計,"56.11.11,57.3.10",
静岡県,森町,森林計画,写図,5000,185.0KM2,静岡県,東洋航空事業,"56.12.10,57.3.15",1193
愛知県,"下山村,設楽町",林野経営,基準点,,11point,愛知県,三協調査設計他1社,"56.7.1,57.3.31",
愛知県,,地盤沈下,水準,,371.0km,中部地建木曽川上流工事事務所,関谷測量設計他3社,"56.10.27,57.3.15",
愛知県,,地盤沈下,水準,,1008.0km,愛知県,飯沼コンサルタント他4社,"56.8.1,57.2.28",438
愛知県,名古屋市,地盤沈下,水準,,400.0km,名古屋市公害対策局,玉野総合コンサルタント,"56.10.15,57.3.20",803
愛知県,"名古屋市,清須市",鉄道計画,水準,,6.6km,日本鉄道建設公団名古屋支社,中日本航空測量,"56.11.28,57.2.12",
愛知県,"尾西市,江南市,犬山市",河川改修,"撮影,撮影","4000,,12500","7.0KM2,612.0KM2",木曽川上流工事事務所,中日本航空,"56.5.11,56.6.29",91
愛知県,名古屋市,都市計画,撮影,4000,2.2KM2,名古屋市,中日本航空,"57.2.10,57.3.22",
愛知県,"設楽町,東栄町,豊根村,新城市",森林計画,撮影,16000,752.0KM2,愛知県,玉野総合コンサルタント,"56.4.30,56.7.30",38
愛知県,名古屋市,土地区画整理,"撮影,図化","3000,,1000","1.1KM2,0.5KM2",名古屋市,玉野総合コンサルタント,"56.10.27,57.1.19",
愛知県,刈谷市,道路台帳,"撮影,図化","4000,,500","50.7KM2,12.6KM2",刈谷市,アジア航測,"56.6.15,57.3.19",222
愛知県,豊田市,道路台帳,"撮影,図化","4000,,500","137.1KM2,7.6KM2",豊田市,パシフイック航業,"56.6.30,57.3.20",476
愛知県,小牧市,道路管理,"撮影,図化","4000,,500","86.0KM2,64.0KM2",小牧市,アジア航測,"56.9.28,57.3.20",799
愛知県,名古屋市,都市計画,"撮影,図化","4000,,500","1.4KM2,0.9KM2",名古屋市,中日本航空,"56.10.1,56.12.29",
愛知県,蒲郡市,鉄道計画,"撮影,図化","4000,,500","5.5KM2,0.7KM2",日本国有鉄道岐阜工事局,国際航業,"56.10.1,57.2.27",
愛知県,鳳来町,導水路設計,"撮影,図化","6000,,1000","27.7KM2,1.9KM2",東海農政局豊川総合用水農業水利事業所,玉野総合コンサルタント,"56.8.17,56.12.3",538
愛知県,名古屋市,土地区画整理,"撮影,図化","8000,,1000","13.6KM2,2.4KM2",名古屋市,アジア航測,"56.6.4,56.9.16",
愛知県,一宮市,土地区画整理,"撮影,図化","8000,,1000","6.8KM2,0.5KM2",一宮市,玉野総合コンサルタント,"56.10.23,57.1.25",
愛知県,七宝町,道路台帳,"撮影,図化","8000,,1000","22.0KM2,8.5KM2",七宝町,中央コンサルタント,"56.8.12,57.3.25",
愛知県,吉良町,道路台帳,"撮影,図化","8000,,1000","66.0KM2,36.0KM2",吉良町,中日本航空測量,"56.12.21,57.3.25",1195
愛知県,知多市,埋立計画,"撮影,図化","8000,,1000","26.4KM2,4.4KM2",名古屋港管理組合,玉野総合コンサルタント,"56.11.30,57.2.15",1083
愛知県,春日井市,都市計画,"撮影,図化","10000,,2500","130.0KM2,93.0KM2",春日井市,玉野総合コンサルタント,"56.10.15,57.12.25",904
愛知県,瀬戸市,都市計画,"撮影,図化","12500,,2500","132.0KM2,110.3KM2",瀬戸市,アジア航測,"56.5.1,57.2.28",87
愛知県,大府市,都市計画,"撮影,図化","12500,,2500","47.0KM2,33.6KM2",大府市,パシフイック航業,"56.4.15,56.11.9",88
愛知県,豊明市,都市計画,"撮影,図化","12500,,2500","72.0KM2,23.4KM2",豊明市,中日本航空測量,"56.8.7,56.12.30",475
愛知県,稲沢市,都市計画,"撮影,図化","12500,,2500","108.0KM2,48.5KM2",稲沢市,中日本航空,"56.9.28,57.3.20",710
愛知県,弥富町,都市計画,"撮影,図化","12500,,2500","90.0KM2,35.0KM2",弥富町,中央コンサルタント,"56.5.1,56.10.18",86
愛知県,御津町,都市計画,"撮影,図化","12500,,2500","50.0KM2,17.4KM2",御津町,中日本航空,"56.12.10,57.9.30",1188
愛知県,,電源開発,"撮影,図化","20000,,5000","765.9KM2,207.6KM2",(財)新エネルギー財団水力本部,アジア航測,"56.10.13,57.3.10",
愛知県,名古屋市,遊水池計画,"撮影,図化","4000,,1000","3.3KM2,1.3KM2",中部地建庄内川工事事務所,中央コンサルタント,"56.9.12,56.12.16",
愛知県,"豊橋市,岡崎市,知立市",道路計画,図化,500,0.5KM2,中部地建名古屋国道工事事務所,アジア航測,"56.9.3,56.12.23",
愛知県,新城市,道路台帳,図化,1000,22.8KM2,新城市,アジア航測,"56.4.11,56.12.25",
愛知県,豊川市,道路台帳,図化,1000,5.3KM2,豊川市,アジア航測,"56.5.29,57.3.30",
愛知県,豊橋市,農業計画,図化,1000,4.5KM2,豊橋市,国際航業,"56.6.15,56.9.8",
愛知県,豊田市,ほ場整備,図化,1000,3.2KM2,豊田市,パシフイック航業,"56.9.24,56.11.30",
愛知県,蟹江町,道路台帳,図化,1000,11.1KM2,蟹江町,玉野総合コンサルタント,"56.6.15,56.11.30",218
愛知県,佐屋町,道路台帳,図化,1000,10.9KM2,佐屋町,玉野総合コンサルタント,"56.8.1,57.10.31",
愛知県,下山村,道路管理,図化,1000,1.4KM2,下山村,アジア航測,"56.6.29,57.3.20",
愛知県,立田村,道路台帳,図化,1000,0.4KM2,立田村,東洋航空事業,"56.8.14,57.3.10",
愛知県,,河川計画,図化,2500,34.8KM2,中部地建庄内川工事事務所,パシフイック航業,"56.6.30,56.11.27",
愛知県,設楽町,農地計画,図化,2500,1.3KM2,愛知県豊橋農地開発事務所,中日本航空,"56.10.27,57.1.20",
愛知県,豊根村,治山計画,図化,2500,11.6KM2,愛知県設楽事務所,中日本航空,"57.1.20,57.3.20",1267
愛知県,名古屋市,都市計画,図化,2500,51.0KM2,名古屋市,アジア航測,"56.8.20,57.2.25",599
愛知県,安城市,都市計画,図化,2500,69.0KM2,安城市,アジア航測,"56.8.25,57.3.25",600
愛知県,知立市,都市計画,図化,2500,14.1KM2,知立市,中日本航空,"56.9.15,57.1.30",631
愛知県,刈谷市,都市計画,図化,2500,43.1KM2,刈谷市,パシフイック航業,"56.10.1,57.3.10",798
愛知県,幸田町,都市計画,図化,2500,5.0KM2,幸田町,中央コンサルタント,"56.6.22,56.8.10",
愛知県,設楽町,農地計画,図化,2500,4.3KM2,設楽町,中日本航空,"56.12.10,57.2.21",1217
愛知県,名古屋市,道路台帳,平板,500,2.6KM2,名古屋市,日進サーベー外6社,"56.5.1,56.9.30",
愛知県,名古屋市,道路台帳,平板,500,3.9KM2,名古屋市,玉野総合コンサルタント外7社,"56.7.1,56.12.31",
愛知県,名古屋市,道路台帳,平板,500,3.1KM2,名古屋市,中建測量工務外5社,"56.9.10,57.3.31",
愛知県,名古屋市,道路台帳,平板,500,1.1KM2,名古屋市,"中部復建,新日調査設計","56.10.1,57.3.31",
愛知県,名古屋市,道路台帳,平板,500,0.9KM2,名古屋市,飯沼コンサルタント他2社,"56.12.21,57.3.31",
愛知県,名古屋市,道路台帳,平板,500,0.3KM2,名古屋市,司設計事務所,"57.1.25,57.3.31",
愛知県,刈谷市,土地区画整理,平板,500,0.8KM2,刈谷市,司開発,"56.9.1,57.1.19",
愛知県,知立市,土地区画整理,平板,500,0.2KM2,知立八ツ田土地区画整理組合,オオバ,"56.8.6,56.12.26",
三重県,"亀山市,尾鷲市",国有林境界調査,基準点,,10point,大阪営林局,"東亜測量,東邦測量","56.7.1,56.12.20",
三重県,,河川計画,水準,,190.0km,中部地建木曽川下流工事事務所,中部復建,"56.9.30,57.2.27",708
三重県,,河川改修,水準,,28.0km,中部地建三重工事事務所,池田測量設計,"56.10.29,57.2.25",
三重県,,河川改修,水準,,68.1km,中部地建三重工事事務所,福田測量社,"56.10.29,57.2.25",
三重県,,河川改修,水準,,60.0km,中部地建三重工事事務所,新都市コンサルタント,"56.10.29,57.3.7",
三重県,,地盤沈下,水準,,109.0km,三重県,福田測量社,"56.9.21,57.2.28",598
三重県,松阪市,道路台帳,撮影,8000,964.2KM2,三重県,三重県建設技術センター,"56.11.1,57.3.20",913
三重県,嬉野町,道路台帳,撮影,8000,62.6KM2,嬉野町,三重県建設技術センター,"56.11.1,57.3.20",912
三重県,四日市市,環境整備計画,"撮影,図化","4000,,1000","2.2KM2,0.6KM2",中部地建三重工事事務所,中央コンサルタント,"56.9.29,57.1.6",
三重県,名張市,ダム計画,"撮影,図化","4000,,500","1.4KM2,0.6KM2",水資源開発公団比奈知ダム調査所,アジア航測,"57.2.11,57.3.24",
三重県,松阪市,ほ場整備,"撮影,図化","6000,,1000","1.3KM2,5.3KM2",松阪市,アジア航測,"56.6.22,56.9.12",
三重県,伊勢市,河川改修,"撮影,図化","8000,,1000","7.3KM2,0.8KM2",三重県伊勢土木事務所,中日本航空,"56.10.8,56.11.26",
三重県,勢和村,道路台帳,"撮影,図化","8000,,1000","53.6KM2,6.4KM2",勢和村,サンヨー開発測量,"56.9.20,58.4.20",899
三重県,朝日町,道路計画,図化,1000,1.7KM2,中部地建名四国道工事事務所,中日本航空,"56.5.20,56.9.30",
三重県,,道路計画,図化,1000,2.2KM2,中部地建三重工事事務所,中日本航空,"56.8.28,56.12.5",
三重県,御浜町,農地開発,図化,1000,1.1KM2,東海農政局御浜開拓建設事業所,国際航業,"57.1.16,57.2.25",
三重県,津市,道路台帳,図化,1000,45.1KM2,三重県,三重県建設技術センター,"56.9.15,57.3.20",
三重県,四日市市,道路台帳,図化,1000,15.0KM2,四日市市,パシフイック航業,"56.8.30,57.3.20",
三重県,紀勢町,ほ場整備,図化,1000,5.5KM2,紀勢町,パシフイック航業,"56.6.26,56.10.30",
三重県,河芸町,道路台帳,図化,1000,3.8KM2,河芸町,三重建設技術センター,"56.10.1,57.3.31",
三重県,香良洲町,道路台帳,図化,1000,2.0KM2,香良洲町,三重県建設技術センター,"56.10.1,57.3.31",
三重県,芸濃町,道路台帳,図化,1000,7.6KM2,芸濃町,三重県建設技術センター,"56.10.1,57.3.31",
三重県,安濃町,道路台帳,図化,1000,10.7KM2,安濃町,玉野総合コンサルタント,"56.7.10,57.5.30",
三重県,美里村,道路台帳,図化,1000,4.0KM2,美里村,三重県建設技術センター,"56.10.1,57.3.31",
三重県,三雲村,道路台帳,図化,1000,6.3KM2,三雲村,三重県建設技術センター,"56.12.21,57.3.31",
三重県,,現況図作成,図化,2500,5.0KM2,中部地建三重工事事務所,アジア航測,"56.10.29,56.11.9",
三重県,大王町,都市計画,図化,2500,12.9KM2,大王町,中日本航空,"56.5.6,56.8.30",89
三重県,香良洲町,都市計画,図化,2500,4.1KM2,香良洲町,パシフイック航業,"56.7.1,56.9.30",436
三重県,東員町,都市計画,図化,2500,22.7KM2,東員町,国際航業,"56.7.17,56.12.25",712
滋賀県,,境界基本図作成,基準点,,5point,大阪営林局,自営,"56.7.1,56.12.20",
滋賀県,大津市,道路計画,水準,,3.0km,"日本道路公団大阪建設局,京滋バイバス工事事務所",関西航測,"56.10.10,57.3.8",
滋賀県,守山市,道路計画,"撮影,図化","8000,,1000","20.3KM2,2.7KM2",近畿地建滋賀国道工事事務所,関西航測,"56.5.27,56.9.17",
滋賀県,,河川改修,"撮影,図化","8000,,2500","89.8KM2,37.3KM2",滋賀県,パシフイック航業,"56.12.10,57.2.28",
滋賀県,永源寺町,道路台帳,"撮影,図化","8000,,1000","58.9KM2,0.9KM2",永源寺町,パシフイック航業,"56.5.7,56.9.30",123
滋賀県,伊吹町,道路台帳,"撮影,図化","8000,,1000","72.5KM2,2.5KM2",伊吹町,国際航業,"56.4.2,56.12.15",174
滋賀県,山東町,道路台帳,"撮影,図化","8000,,1000","89.8KM2,7.5KM2",山東町,国際航業,"56.6.10,56.12.25",186
滋賀県,安曇川町,道路台帳,"撮影,図化","8000,,1000","16.0KM2,4.3KM2",安曇川町,東日本航空,"56.9.30,57.3.30",688
滋賀県,湖東町,道路台帳,"撮影,図化","8000,,1000","48.8KM2,2.9KM2",湖東町,大阪写真測量所,"56.11.1,57.3.31",966
滋賀県,日野町,道路台帳,"撮影,図化","8000,,1000","118.1KM2,5.7KM2",日野町,パシフイック航業,"56.11.20,57.5.20",1054
滋賀県,野洲町,都市計画,"撮影,図化","8000,,2500","86.0KM2,40.4KM2",野洲町,関西航測,"57.1.18,57.5.31",1273
滋賀県,秦荘町,都市計画,"撮影,図化","8000,,2500","46.6KM2,20.0KM2",秦荘町,東洋航空事業,"57.3.1,57.4.30",1387
滋賀県,栗東町,都市計画,"撮影,図化","12500,,2500","31.5KM2,18.1KM2",栗東町,富士測量,"56.5.12,56.8.30",122
滋賀県,近江八幡市,道路台帳,図化,500,0.4KM2,近江八幡市,アジア航測,"56.6.20,57.6.30",
滋賀県,マキノ町,道路計画,図化,1000,0.6KM2,近畿地建滋賀国道工事事務所,国際航業,"56.11.28,57.2.28",
滋賀県,栗東町,土地区画整理,平板,500,0.1KM2,栗東町,三和測量建設,"56.12.1,56.12.31",
滋賀県,竜王町,道路台帳,平板,500,0.1KM2,竜王町,パシフイック航業,"57.2.8,57.3.25",
滋賀県,日野町,森林基本図,写図,5000,62.5KM2,滋賀県,東洋航空事業,"56.7.11,56.8.31",441
京都府,京都市,土地区画整理事業計画,基準点,,5point,(財)京都市土地区画整理協会,菊地測量設計事務所,"56.5.18,56.6.18",
京都府,,境界調査,基準点,,8point,大阪営林局,自営,"56.7.1,56.12.20",
京都府,"京都市,向日市,長岡京市,大山崎町",地盤沈下,水準,,33.2km,京都府,関西測量所,"57.1.25,57.3.13",1168
京都府,京都市,地盤沈下,水準,,33.0km,京都市,中村工務店,"57.2.8,57.3.15",1321
京都府,"舞鶴市,綾部市",道路台帳,"撮影,図化","4000,,500","47.4KM2,1.7KM2",京都府,アジア航測,"56.9.5,57.2.28",
京都府,長岡京市,都市計画,"撮影,図化","4000,,500","3.8KM2,0.3KM2",長岡京市,富士測量,"57.2.19,57.3.31",
京都府,加茂町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","11.2KM2,71.7KM2,1.3KM2,3.7KM2",加茂町,パシフイック航業,"56.5.20,57.3.20",180
京都府,八木町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","5.3KM2,60.0KM2,0.2KM2,1.9KM2",八木町,関西航測,"56.3.3,57.2.27",283
京都府,京都府,鉄道計画,"撮影,図化","4000,,500","5.4KM2,0.6KM2",日本国有鉄道大阪工事局,パシフイック航業,"56.10.8,57.2.4",
京都府,弥栄町,農地計画,"撮影,図化","8000,,1000","9.0KM2,2.9KM2",近畿農政局,アジア航測,"56.7.30,56.11.6",
京都府,久御山町,道路台帳,"撮影,図化","8000,,1000","30.0KM2,13.6KM2",久御山町,パシフイック航業,"56.10.1,57.3.31",812
京都府,久美浜町,道路台帳,"撮影,図化","8000,,1000","172.6KM2,8.5KM2",久美浜町,アジア航測,"56.11.16,58.3.10",1056
京都府,京都市,都市計画,"撮影,撮影,図化,図化修正,図化修正","12500,,30000,,2500,,2500,,10000","140.0KM2,204.0KM2,36.0KM2,63.0KM2,133.0KM2",京都市,パシフイック航業,"56.7.24,57.3.31",419
京都府,長岡京市,都市計画,"撮影,図化","12500,,2500","41.0KM2,19.2KM2",長岡京市,富士測量,"56.5.12,56.7.31",121
京都府,久美浜町,農村総合整備,"撮影,図化","12500,,2500","228.0KM2,51.6KM2",久美浜町,アジア航測,"56.7.2,56.12.4",
京都府,宇治市,道路台帳,"図化,図化","500,,1000","10.5KM2,2.7KM2",宇治市,国際航業,"56.11.4,58.10.13",
京都府,和束町,総合計画,図化,1000,8.8KM2,近畿農政局,アジア航測,"56.12.26,57.3.15",1275
京都府,亀岡市,ほ場整備,図化,1000,7.9KM2,亀岡市,アジア航測,"56.7.10,56.9.17",
京都府,舞鶴市,道路台帳,図化,1000,4.0KM2,舞鶴市,八州,"56.9.15,57.3.25",
京都府,綾部市,河川計画,図化,2500,18.0KM2,京都府,国際航業,"57.3.1,57.3.31",1390
京都府,田辺町,都市計画,図化,2500,26.7KM2,田辺町,関西航測,"56.10.31,57.3.20",964
京都府,福知山市,土地区画整理,平板,500,0.4KM2,福知山市,三和測量建設,"57.1.21,57.2.28",
京都府,精華町,土地区画整理,平板,500,0.2KM2,精華町,オオバ,"56.11.10,57.3.3",
