都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,～の有無,2018.01.10地名修正
岐阜県,輪之内町,道路台帳,写測,1000,8.0KM2,輪之内町,帝国測量,"54.12.24,55.12.20",,,全域削除,,
岐阜県,下呂町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","46.9KM2,193.3KM2,1.6KM2,3.0KM2",下呂町,メトロ航空,"55.5.5,56.3.31",,,"全域削除,町道削除",,
岐阜県,,森林計画,撮影,16000,842.0KM2,岐阜県,中日本航空,"55.4.30,55.7.31",,,管内削除,,
岐阜県,川辺町,国土調査,確定,10000,1.5KM2,川辺町木曽川左岸用水土地改良区,昭栄エンジニアリング,"55.4.8,55.8.30",,,地名修正,,
岐阜県,"美濃加茂市,可児市",木曽川最上流部図化測量,写測,500,4.4KM2,中部地建木曽川上流工事事務所,アジア航測,"55.5.20,55.10.29",,,地内削除,,地名修正
岐阜県,揖斐川町,道路台帳,平板,1000,7.8KM2,揖斐川町,揖斐川測量(株),"55.6.20,57.3.31",,,"地区削除,地名修正",,
岐阜県,岐阜市,道路台帳,"撮影,写測","4000,,500","36.0KM2,7.0KM2",岐阜市,アジア航測,"55.7.10,56.3.25",310,,市内削除,,
岐阜県,美濃加茂市,土地区画整理,平板,500,0.2KM2,美濃加茂市,帝国測量,"55.5.31,55.7.30",,,地名修正,,
岐阜県,関市,土地区画整理,平板,500,0.5KM2,関市,帝国測量,"55.5.31,55.10.31",,,地内削除,,
岐阜県,可児町,道路台帳,"撮影,写測","8000,,1000","84.9KM2,32.5KM2",可児町,中日本航空,"55.7.28,56.3.20",381,,全域削除,,
岐阜県,上宝村,砂防計画,写測,2500,20.0KM2,北陸地建神通川水系砂防工事,アジア航測,"55.8.15,56.2.10",,,郡削除,,
岐阜県,土岐市,都市計画,写測,2500,92.0KM2,土岐市,中日本航空,"55.8.20,56.3.20",499,,地名修正,,
岐阜県,八幡町,区画整理,写測,500,0.1KM2,八幡町,三栄測量,"55.9.1,55.10.31",,,地区削除，地名修正,,
岐阜県,,道路台帳,"写測新規,写測修正","1000,,1000","62.7KM2,22.5KM2",岐阜県,メトロ航業,"55.8.1,56.3.15",,写測修正,県削除,,
岐阜県,"山岡町,瑞浪市",ダム計画,写測,1000,9.3KM2,中部地建庄内川工事事務所,中日本航空,"55.9.12,55.12.11",630,,郡削除,,地名修正
岐阜県,,地盤沈下,水準,,383.0km,中部地建木曽川上流工事事務所,"帝国測量,ユニオン測量設計(株),朝日設計(株),協同測量社","55.9.30,56.2.17",,,川,,
岐阜県,"揖斐川町,池田町,神戸町",河川改修,写測,500,1.2KM2,中部地建木曽川上流工事事務所,国際航業,"55.10.6,55.12.23",,,,,
岐阜県,羽島市,河川計画,写測,1000,0.9KM2,中部地建木曽川上流工事事務所,中日本航空,"55.10.16,55.11.29",,,地名修正,,
岐阜県,"穂積町,墨俣町",河川改修,写測,500,0.4KM2,中部地建木曽川上流工事事務所,国際航業,"55.10.6,55.12.23",,,,,
岐阜県,,地盤沈下,水準,,120.0km,岐阜県,大同コンサルタンツ(株),"55.11.1,55.12.31",847,,地域削除,,
岐阜県,瑞浪市,都市計画,写測,2500,140.6KM2,瑞浪市,東洋航空事業,"55.10.20,57.2.28",850,,,,
岐阜県,海津町,河川計画,写測,2500,2.3KM2,中部地建木曽川下流工事事務所,アジア航測,"55.11.11,55.12.31",,,郡削除,,
岐阜県,"養老町,関ケ原町",道路計画,"撮影,写測","4000,,500","10.6KM2,2.1KM2",岐阜県大垣土地改良事業所,アジア航測,"55.12.18,56.2.28",1037,,,,地名修正
岐阜県,羽島市,都市計画,写測,1000,0.6KM2,岐阜県,パシフィック航業,"55.10.21,56.1.31",,,地名修正,,
岐阜県,可児町,区画整理,平板,500,0.2KM2,可児町,オオバ,"55.11.20,56.2.10",,,,,
岐阜県,各務原市,道路台帳,撮影,4000,79.5KM2,各務原市,帝国測量,"56.1.7,56.3.10",1137,,全域削除,,
岐阜県,羽島市,道路台帳,"撮影,写測","4000,,500","53.8KM2,11.5KM2",羽島市,中日本航空,"56.2.4,57.9.30",1141,,,,
岐阜県,,道路台帳,"撮影,写測","8000,,1000","101.5KM2,8.0KM2",恵那市,中日本航空,"56.2.5,56.3.25",1144,,川,,
岐阜県,神戸町,都市計画,"撮影,写測","8000,,2500","18.5KM2,18.5KM2",神戸町,中日本航空,"56.2.17,56.3.31",1185,,全域削除,,
岐阜県,北方町,土地区画整理事業,基準点,,0.7km,北方町,帝国測量,"56.3.1,56.3.25",,,,,
岐阜県,海津町,道路台帳,写測,500,0.7KM2,海津町,東洋航空事業,"56.3.15,56.5.30",,,,,
岐阜県,巣南町,道路台帳,"撮影,撮影,写測,写測","4000,,12500,,500,,2500","28.3KM2,29.8KM2,4.6KM2,11.9KM2",巣南町,東洋航空事業,"56.3.10,57.3.20",1258,,,,
岐阜県,中津川市,現況図作成,"撮影,写測","6000,,1000","3.5KM2,2.3KM2",岐阜県,中日本航空,"56.2.26,56.3.30",1259,,地区削除，地名修正,,
岐阜県,岐阜市,都市計画,写測,2500,17.4KM2,岐阜市,帝国測量,"56.3.20,56.4.20",1270,,外削除,,
岐阜県,美濃市,都市計画,"撮影,写測","12500,,2500","116.9KM2,42.0KM2",美濃市,東洋航空事業,"56.3.20,56.11.30",1271,,全域削除,,
静岡県,浜松市,道路台帳,"撮影,写測","4000,,500","67.0KM2,35.0KM2",浜松市,"藤山測量設計,外共同企業体","55.6.4,56.3.25",247,,市内削除,,
静岡県,藤枝市,道路台帳,写測,1000,30.9KM2,藤枝市,アジア航測,"55.6.9,56.2.21",,,,,
静岡県,"御殿場市,三島市",道路計画,写測,1000,0.8KM2,中部地建沼津工事事務所,中日本航空,"55.6.16,55.8.30",,,,,
静岡県,下田市,港湾工事,"多角,水準",",,","7.0km,5.0km",運輸省第五港湾建設局清水港工事事務所,植松工務店,"55.8.11,55.9.11",,,港→市,,
静岡県,豊田町,道路台帳,"撮影,写測","8000,,1000","39.0KM2,20.1KM2",豊田町,藤山測量設計事務所,"55.7.28,56.1.31",451,,全域削除,,
静岡県,東伊豆町,道路台帳,"撮影,写測","8000,,1000","88.0KM2,6.3KM2",東伊豆町,藤山測量設計事務所,"55.8.10,57.2.28",452,,地内削除,,
静岡県,下田市,道路台帳,写測,1000,1.3KM2,下田市,パシフィック航業,"55.9.1,56.2.28",,,"地区削除,地名修正",,
静岡県,静岡市,都市計画,"撮影,写測","3000,,500","5.6KM2,0.6KM2",静岡市,東洋航空事業,"55.8.30,55.12.15",,,,,
静岡県,静岡市,都市計画,"撮影,写測","12500,,2500","57.0KM2,75.0KM2",静岡市,アジア航測,"55.8.19,55.12.15",521,,,,
静岡県,,河川改修,写測,2500,3.9KM2,中部地建沼津工事事務所,国際航業,"55.7.1,55.12.13",,,河,,
静岡県,静岡市,道路台帳,写測,1000,6.7KM2,静岡市,国際航業,"55.9.1,56.2.28",526,,,,
静岡県,富士宮市,道路台帳,"撮影,写測","8000,,1000","182.5KM2,4.3KM2",富士宮市,国際航業,"55.10.1,56.3.20",527,,,,
静岡県,浜北市,道路台帳,写測,1000,23.6KM2,浜北市,国際航業,"55.7.29,56.3.25",,,全域削除,,
静岡県,御殿場市,都市計画,写測,2500,99.0KM2,御殿場市,(株)八州,"55.9.11,56.3.15",694,,,,
静岡県,,地盤沈下,水準,,42.4km,静岡県,玉野測量設計,"55.10.20,56.2.25",695,,地域削除,,
静岡県,,地盤沈下,水準,,46.0km,静岡県,藤野測量設計,"55.10.20,56.2.25",696,,地域削除,,
静岡県,,地盤沈下,水準,,44.0km,静岡県,陸地測量,"55.10.20,56.2.25",697,,地域削除,,
静岡県,富士市,都市計画,"撮影,撮影,撮影","8000,,10000,,20000","7.0KM2,33.0KM2,33.0KM2",富士市,アジア航測,"55.9.16,55.12.10",702,,地名修正,,
静岡県,沼津市,都市計画,写測,2500,25.0KM2,沼津市,東洋航空事業,"55.10.20,55.11.29",705,,,,
静岡県,裾野市,都市計画,写測,2500,48.0KM2,裾野市,東洋航空事業,"55.10.29,56.3.20",846,,,,
静岡県,河津町,道路台帳,"撮影,写測","8000,,1000","97.3KM2,8.3KM2",河津町,パシフィック航業,"55.11.1,56.5.31",991,,郡削除,,
静岡県,沼津市,都市計画,"撮影,写測","3000,,500","4.2KM2,0.4KM2",沼津市,パシフィック航業,"55.11.20,56.3.19",,,,,
静岡県,富士市,総合計画,写測,1000,6.9KM2,富士市,アジア航測,"55.10.30,56.3.3",,,,,
静岡県,"富士市,富士宮市,小山町,沼津市,御殿場市",道路調査,撮影,8000,158.0KM2,中部地建静岡国道工事事務所,中日本航空,"55.12.16,56.3.8",1000,,,,
静岡県,金谷町,林野管理,図根,,10point,東京営林局,自営,"56.2.10,56.3.31",1103,,字以下削除,,
静岡県,静岡市,道路計画,写測,2500,1.5KM2,静岡県,東洋航空事業,"56.2.5,56.3.25",,,,,
静岡県,韮山町,道路計画,"撮影,写測","12500,,2500","20.3KM2,4.5KM2",静岡県,アジア航測,"56.1.17,56.3.25",1146,,郡削除,,
静岡県,菊川町,道路台帳,"撮影,写測","8000,,1000","30.0KM2,30.0KM2",菊川町,パシフィック航業,"56.2.20,56.3.25",1186,,,,
静岡県,函南町,道路計画,"撮影,写測","10000,,2500","1.3KM2,5.5KM2",静岡県,東洋航空事業,"56.3.1,56.3.25",,,,,
静岡県,"磐田市,袋井市,福田町",河川改修,"撮影,写測","12500,,2500","100.0KM2,4.0KM2",静岡県袋井土木事務所,アジア航測,"56.3.9,56.4.30",1233,,,,
愛知県,西尾市,道路台帳,撮影,8000,75.0KM2,西尾市,中日本航空,"55.3.17,55.4.30",,,地内削除,,
愛知県,幸田町,道路台帳,"撮影,写測","8000,,1000","94.0KM2,8.7KM2",幸田町,中央コンサルタント(株),"55.4.20,57.3.31",,,全域削除,,
愛知県,豊明市,道路計画,基準点,,6.4km,中部地建名四国道工事事務所,(株)昭栄エンジニアリング,"55.5.1,55.5.31",,,地名修正,,
愛知県,,国有林境界調査,"図根,境界",",,","3point,31.5km",大阪営林局,東亜測量(株),"55.7.1,55.9.30",,,国有林,,
愛知県,"豊田市,藤岡町,小原村",県有林調査,図化,5000,1.0KM2,愛知県,飯沼コンサルタント,"55.6.1,55.9.30",,,,,
愛知県,南知多町,道路台帳,"撮影,写測,写測","8000,,1000,,2500","97.0KM2,37.8KM2,22.5KM2",南知多町,中日本航空,"55.5.16,57.2.21",131,,全域削除,,
愛知県,刈谷市,道路計画,多角,,3.9km,中部地建名四国道工事事務所,天野測量設計,"55.5.14,55.6.30",,,地名修正,,
愛知県,東海市,道理管理,"撮影,写測","4000,,500","42.0KM2,3.8KM2",東海市,アジア航測,"55.5.22,55.12.10",157,,全域削除,,
愛知県,豊川市,道路台帳,"撮影,写測","8000,,1000","65.3KM2,1.0KM2",豊川市,アジア航測,"55.5.30,56.1.31",158,,全域削除,,
愛知県,美和町,道路台帳,"撮影,写測","8000,,1000","10.0KM2,5.0KM2",美和町,中央コンサルタント(株),"55.5.28,56.3.31",248,,全域削除,,
愛知県,"豊田市,足助町",道路計画,"撮影,写測","8000,,1000","22.0KM2,2.0KM2",中部地建名古屋国道工事事務所,国際航業,"55.6.1,55.12.10",,,,,地名修正
愛知県,額田町,道路台帳,写測,1000,3.0KM2,額田町,中日本航空,"55.6.18,55.11.23",,,,,
愛知県,幡豆町,道路台帳,"撮影,写測","4000,,1000","25.8KM2,8.2KM2",幡豆町,パシフィック航業,"55.7.3,55.12.25",302,,全域削除,,
愛知県,立田村,道路台帳,"撮影,写測","8000,,1000","24.8KM2,9.8KM2",立田村,東洋航空事業,"55.6.27,57.3.10",,,郡削除,,
愛知県,,地盤変動,水準,,1008.0km,愛知県,"中建測量工務店,三協調査設計","55.8.1,56.2.28",305,,県削除,,
愛知県,名古屋市,道路台帳,図化,500,2.0KM2,名古屋市,"敷島測量設計(株),竹豊測量設計(株),大栄コンサルタンツ(株),大増測量設計(株)","55.7.21,55.12.31",,,南部削除,,
愛知県,大府市,道路台帳,写測,500,7.4KM2,大府市,アジア航測,"55.7.14,56.2.20",,,地名修正,,
愛知県,田原町,都市計画,"写測新規,写測修正","2500,,2500","5.8KM2,56.4KM2",田原町,パシフィック航業,"55.7.24,55.12.26",311,写測修正,字以下削除,,
愛知県,名古屋市,道路台帳,平板,500,1.7KM2,名古屋市,"大平測量設計,旭調査設計,関谷測量設計,東海測量設計","55.8.1,56.1.31",,,南部削除,,地名修正
愛知県,知立市,区画整理,平板,500,0.8KM2,知立市,オオバ,"55.7.15,55.10.22",,,外削除,,
愛知県,武豊町,ほ場整備,"撮影,写測","8000,,1000","25.7KM2,1.5KM2",武豊町,中日本航空,"55.7.28,55.10.6",379,,"地区削除,北部削除",,
愛知県,豊川市,都市計画,写測,2500,48.0KM2,豊川市,中日本航空,"55.7.29,55.12.13",380,,地名修正,,
愛知県,名古屋市,土地区画,"撮影,写測","8000,,1000","12.9KM2,2.1KM2",名古屋市,東日本航空,"55.8.1,55.10.11",,,地名修正,,
愛知県,八開村,道路台帳,"撮影,写測","8000,,1000","12.0KM2,4.0KM2",八開村,玉野測量設計,"55.8.11,56.3.28",454,,全域削除,,
愛知県,春日村,都市計画,"撮影,写測","10000,,2500","13.0KM2,4.0KM2",春日村,中央コンサルタント(株),"55.7.30,55.9.30",456,,全域削除,,
愛知県,蒲郡市,下水道計画,写測,500,1.0KM2,蒲郡市,アジア航測,"55.7.25,55.12.10",,,地名修正,,
愛知県,師勝町,道路台帳,平板,500,4.7KM2,師勝町,"双和測量(株),東栄測量(株)","55.9.10,56.3.31",,,南部削除,,
愛知県,名古屋市,河川管理,"写測新規,写測修正","2500,,2500","24.9KM2,31.7KM2",中部地建庄内川工事事務所,アジア航測,"55.8.22,55.12.16",,写測修正,河川⇒名古屋市,,
愛知県,豊橋市,道路改築,"撮影,写測","8000,,1000","27.9KM2,2.6KM2",中部地建名四国道工事事務所,協同測量社,"55.8.14,55.11.21",522,,"地区削除,地名修正",,
愛知県,,河川管理,写測,500,2.1KM2,中部地建木曽川上流工事事務所,中日本航空,"55.8.13,55.12.10",,,川,,
愛知県,豊田市,都市計画,写測,2500,239.7KM2,豊田市,パシフィック航業,"55.7.3,56.12.27",562,,「他」削除，地名修正,,
愛知県,日進町,都市計画,"撮影,写測","12500,,2500","34.9KM2,34.9KM2",日進町,パシフィック航業,"55.9.10,55.12.25",564,,全域削除,,
愛知県,,河川計画,水準,,190.0km,中部地建木曽川下流工事事務所,飯沼コンサルタント(株),"55.9.30,56.2.29",,,川，海,,
愛知県,名古屋市,道路台帳,平板,500,3.9KM2,名古屋市,"飯沼コンサルタント(株),他5社","55.10.1,56.2.28",,,北部削除,,
愛知県,豊田市,都市計画,"撮影,写測新規,写測修正","4000,,500,,500","8.2KM2,0.2KM2,1.3KM2",豊田市,パシフィック航業,"55.9.20,55.12.10",627,写測修正,「他」削除,,
愛知県,"設楽町,足助町",境界調査,図化,5000,10.0KM2,名古屋営林局,自営,"55.10.20,55.10.31",,,管内削除,,
愛知県,師勝町,都市計画,"撮影,写測","10000,,2500","25.4KM2,8.5KM2",師勝町,玉野測量設計,"55.9.8,56.3.4",631,,全域削除,,
愛知県,豊山町,都市計画,"撮影,写測","10000,,2500","25.4KM2,6.4KM2",豊山町,玉野測量設計,"55.9.17,56.2.13",632,,全域削除,,
愛知県,名古屋市,地盤沈下,水準,,400.0km,名古屋市公害対策局,玉野測量設計,"55.10.15,55.12.31",634,,全域削除,,
愛知県,半田市,道路台帳,"撮影,写測","4000,,500","44.0KM2,27.0KM2",半田市,中日本航空,"55.9.26,58.3.20",699,,全域削除,,
愛知県,小坂井町,都市計画,写測,2500,7.0KM2,小坂井町,パシフィック航業,"55.10.13,56.1.14",701,,地内削除,,
愛知県,蟹江町,都市計画,"撮影,撮影,写測","8000,,12500,,2500","28.0KM2,39.0KM2,11.1KM2",蟹江町,玉野測量設計,"55.10.13,56.1.26",704,,全域削除,,
愛知県,常滑市,道路台帳,写測,500,16.2KM2,常滑市,中日本航空,"55.10.23,57.3.28",,,地内削除,,
愛知県,西春町,都市計画,修正,2500,9.9KM2,西春町,中央コンサルタント(株),"55.11.19,56.1.31",909,,全域削除,,
愛知県,豊山町,道路台帳,平板,500,6.4KM2,豊山町,双和測量設計(株),"55.12.8,56.3.25",,,全域削除,,
愛知県,佐屋町,道路台帳,"撮影,写測","8000,,1000","18.7KM2,0.8KM2",佐屋町,玉野測量設計,"55.11.29,56.3.25",996,,地内削除,,
愛知県,三好町,都市計画,"撮影,写測","10000,,2500","35.4KM2,32.2KM2",三好町,パシフィック航業,"55.12.15,56.2.3",998,,"全域削除,郡削除",,
愛知県,名古屋市,都市計画,写測,2500,50.0KM2,名古屋市,中日本航空,"55.12.12,56.3.30",999,,南部削除,,
愛知県,清洲町,区画整理,平板,500,0.4KM2,清洲町,敷島測量設計(株),"56.1.10,56.3.31",,,,,
愛知県,,道路管理,"撮影,写測","4000,,500","3.2KM2,0.2KM2",中部地建名古屋国道工事事務所,中日本航空,"56.1.16,56.3.30",,,国道,,
愛知県,大口町,基準点設置,基準点,,13.6km,大口町,(株)日研コンサル,"56.1.5,56.3.31",,,,,
愛知県,江南市,道路管理,"撮影,写測","8000,,1000","48.0KM2,30.9KM2",江南市,アジア航測,"56.2.2,57.9.30",1139,,,,
愛知県,鳳来町,道路台帳,"撮影,撮影,写測","4000,,8000,,1000","29.7KM2,265.5KM2,15.0KM2",鳳来町,中日本航空,"56.2.6,58.3.20",1142,,全域削除,,
愛知県,豊橋市,農業計画,"撮影,写測","6000,,1000","6.0KM2,2.0KM2",東海農政局豊川総合用水農業水利事業所,国際航業,"56.2.4,56.2.28",1143,,地名修正,,
愛知県,春日井市,都市計画,撮影,10000,93.0KM2,春日井市,国際航業,"56.2.5,56.2.28",1145,,全域削除,,
愛知県,田原町,豊業計画,"撮影,写測","6000,,1000","7.5KM2,2.1KM2",東海農政局豊川総合用水農業水利調査事務所,アジア航測,"56.2.14,56.3.30",1184,,郡削除,,
岐阜県,"多治見市,土岐市",土地区画整理,平板,500,0.7KM2,日本住宅公団中部支社,玉野測量設計,"56.4.1,56.12.31",,,,,地名修正
愛知県,,木曽川導水路調査,撮影,12500,69.3KM2,中部地建庄内川工事事務所,パシフィック航業,"56.2.14,56.3.26",,,導水路,,
愛知県,西枇杷島町,道路台帳,"撮影,写測","8000,,1000","3.2KM2,3.2KM2",西批把島町,玉野測量設計,"56.3.8,56.12.25",,,全域削除,,地名修正
愛知県,,河川改修,"撮影,撮影","8000,,15000","278.0KM2,246.0KM2",愛知県河川工事事務所,国際航業,"56.3.13,56.3.31",1232,,流域削除,,
三重県,松阪市,工場用地造成事業,"撮影,写測,写測","6000,,1000,,2500","16.6KM2,5.2KM2,5.2KM2",地域振興整備公団,東日本航空,"55.3.24,55.5.1",52,,地名修正,,
三重県,津市,道路台帳,写測,500,32.8KM2,津市,パシフィック航業,"55.6.23,57.3.31",,,全域削除,,
三重県,菰野町,道路台帳,写測,1000,14.4KM2,菰野町,中日本航空,"55.7.1,57.3.31",,,全域削除,,
三重県,白山町,都市計画,"撮影,写測","12500,,2500","150.0KM2,112.6KM2",白山町,玉野測量設計,"55.7.8,55.9.30",308,,全域削除,,
三重県,三雲村,ほ場整備,"撮影,写測","8000,,1000","6.9KM2,2.0KM2",三雲村,アジア航測,"55.7.10,55.9.20",309,,地名修正,,
三重県,伊勢市,道路台帳,"写測,写測","1000,,2500","21.9KM2,3.0KM2",伊勢市,パシフィック航業,"55.7.21,55.12.15",,,,,
三重県,鵜殿村,道路台帳,"撮影,写測","8000,,1000","3.0KM2,0.6KM2",鵜殿村,玉野測量設計,"55.7.18,56.3.31",,,全域削除,,
三重県,紀宝町,道路台帳,"撮影,写測","8000,,1000","76.5KM2,6.8KM2",紀宝町,玉野測量設計,"55.7.25,57.3.31",363,,全域削除,,
三重県,御浜町,道路台帳,"撮影,写測","8000,,1000","90.0KM2,8.2KM2",御浜町,玉野測量設計,"55.7.25,57.3.31",364,,全域削除,,
三重県,紀和町,道路台帳,"撮影,写測","8000,,1000","113.0KM2,3.3KM2",紀和町,玉野測量設計,"55.7.28,57.3.31",365,,全域削除,,
三重県,津市,都市計画,写測,2500,71.2KM2,津市,パシフィック航業,"55.8.18,55.11.23",455,,地内削除,,
三重県,宮川村,ダム調査,撮影,20000,120.0KM2,三重県宮川ダム管理事務所,中日本航空,"55.8.18,55.9.25",500,,地内削除,,
三重県,"上野市,名張市",農地開発,平板,500,0.5KM2,三重県上野耕地事務所,赤見坂総合コンサルタント,"54.9.1,56.3.31",,,,,
三重県,上野市,道路台帳,写測,1000,44.2KM2,三重県,三重県建設技術センター,"55.9.10,56.3.20",,,地区削除,,
三重県,"津市,久居市",道路台帳,撮影,8000,530.0KM2,三重県,三重県建設技術センター,"55.9.10,56.3.20",561,,地区削除,,
三重県,四日市市,道路台帳,写測,1000,10.8KM2,四日市市,パシフィック航業,"55.9.12,56.3.20",,,「他」削除,,
三重県,大内山村,道路台帳,"撮影,写測","8000,,1000","26.0KM2,0.7KM2",大内山村,サンヨー開発測量,"55.7.24,56.2.28",593,,,,
三重県,紀伊長島町,道路台帳,"撮影,写測","8000,,1000","10.6KM2,4.8KM2",紀伊長島町,サンヨー開発測量,"55.9.25,56.7.31",628,,,,
三重県,,河川計画,水準,,55.0km,中部地建三重工事事務所,三重測量(株),"55.10.21,56.3.19",,,河,,
三重県,,河川計画,水準,,27.0km,中部地建三重工事事務所,池田測量(株),"55.10.21,56.2.17",,,河,,
三重県,,河川計画,水準,,28.0km,中部地建三重工事事務所,新都市コンサルタント(株),"55.10.21,56.2.17",,,河,,
三重県,尾鷲市,都市計画,"撮影,写測","12500,,2500","13.2KM2,22.1KM2",尾鷲市,アジア航測,"55.10.24,56.1.17",848,,,,
三重県,,河川計画,写測,500,1.1KM2,中部地建木曽川下流工事事務所,国際航業,"55.10.28,56.2.24",,,川,,
三重県,菰野町,都市計画,"撮影,写測","12500,,2500","63.0KM2,107.3KM2",菰野町,中日本航空,"55.11.20,57.3.31",910,,全域削除,,
三重県,多気町,道路台帳,写測,1000,8.0KM2,多気町,アジア航測,"55.10.20,58.3.25",,,全域削除,,
三重県,,河川計画,撮影,10000,62.4KM2,中部地建三重工事事務所,東日本航空,"55.11.19,56.1.27",992,,河,,
三重県,"関町,伊賀市",鉄道計画,写測,2500,7.3KM2,日本国有鉄道岐阜工事局,国際航業,"55.12.20,56.3.30",993,,郡削除,,柘植町はS34伊賀市に
三重県,紀宝町,農地開発,平板,500,0.1KM2,三重県紀南県民局熊野耕地事務所,赤見坂総合コンサルタント,"55.9.15,56.3.10",,,,,
三重県,飯高町,道路台帳,"撮影,写測","8000,,1000","240.0KM2,9.3KM2",飯高町,東日本航空,"55.12.19,57.3.20",1036,,,,
三重県,明和町,道路台帳,"撮影,撮影,写測,写測","8000,,12500,,1000,,2500","40.5KM2,40.5KM2,16.0KM2,40.5KM2",明和町,サンヨー開発測量,"55.12.22,57.5.31",,,,,
三重県,名張市,基本図修正,"撮影,写測","12500,,2500","175.0KM2,69.6KM2",名張市,アジア航測,"55.12.10,56.3.30",1039,,,,
三重県,度会町,都市計画,写測,2500,21.7KM2,度会町,パシフィック航業,"56.2.16,56.3.20",1140,,,,
三重県,御薗村,道路台帳,写測,1000,2.6KM2,御薗村,共同航空,"55.12.20,56.2.28",,,全域削除,,
三重県,二見町,道路台帳,写測,1000,2.6KM2,二見町,共同航空,"56.1.10,56.2.28",,,全域削除,,
三重県,熊野市,道路台帳,写測,1000,9.0KM2,熊野市,国際航業,"55.12.19,57.2.28",,,,,
三重県県境愛知県,"木曽岬町,桑名市,県境弥富市",干拓整備,"撮影,写測","4000,,500","8.0KM2,4.0KM2",東海農政局木曽岬干拓建設事業所,東洋航空事業,"55.12.27,56.3.26",1260,,干拓地→市,,
滋賀県,,国有林境界調査,"図根,境界",",,","1point,5.8km",大阪営林局,自営,"55.5.20,55.12.20",,,,,山
滋賀県,伊吹町,ダム建設,"撮影,写測","8000,,1000","12.0KM2,2.1KM2",滋賀県湖東ダム建設事務所,アジア航測,"55.5.20,55.8.30",412,,測量地域修正,,
滋賀県,伊吹町,ダム建設,"撮影,写測","4000,,500","1.0KM2,0.2KM2",滋賀県湖東ダム建設事務所,アジア航測,"55.5.20,55.8.30",,,測量地域修正,,
滋賀県,多賀町,道路台帳,"撮影,写測","8000,,500","134.0KM2,17.8KM2",多賀町,東洋航空事業,"55.5.30,56.3.10",415,,,,
滋賀県,高島市,森林基本図,写図,5000,60.0KM2,滋賀県,大阪写真測量所,"55.6.16,55.8.20",417,,郡展開,,
滋賀県,近江八幡市,道路台帳,写測,500,2.2KM2,近江八幡市,アジア航測,"55.5.28,55.8.30",,,,,
滋賀県,守山市,下水道台帳,写測,500,1.4KM2,守山市,関西航測,"55.6.28,55.9.30",,,,,
滋賀県,"水口町,甲西町",道路改築,写測,1000,3.0KM2,近畿地建滋賀国道工事事務所,国際航業,"55.9.5,56.1.2",,,郡削除,,
滋賀県,竜王町,道路台帳,平板,500,0.5KM2,竜王町,パシフィック航業,"55.10.1,56.3.20",,,地名修正,,
滋賀県,甲西町,道路台帳,"撮影,写測","8000,,1000","55.3KM2,4.0KM2",甲西町,パシフィック航業,"55.10.1,56.7.31",776,,全域削除,,
滋賀県,西浅井町,総合整備計画,"撮影,撮影,写測","8000,,12500,,2500","60.0KM2,66.6KM2,66.6KM2",西浅井町,東洋航空事業,"55.11.5,56.5.31",783,,,,
滋賀県,野洲町,公園管理図作成のため,"撮影,写測","12500,,2500","20.0KM2,7.0KM2",滋賀県教育委員会事務局,東日本航空,"55.12.20,56.3.10",1149,,,,
滋賀県,能登川町,土地区画整理のため,平板,500,0.1KM2,能登川町,三和測量設計(株),"55.10.15,56.3.20",,,,,
滋賀県,甲西町,土地区画整理のため,平板,500,0.2KM2,甲西町,三和測量設計(株),"56.2.7,56.3.31",,,,,
滋賀県,守山市,河川改修,"撮影,写測","12500,,2500","110.6KM2,17.3KM2",近畿地建琵琶湖工事事務所,アジア航測,"56.2.7,56.3.31",1181,,測量地域修正,,
滋賀県,"大津市,信楽町",資料作成のため,撮影,8000,264.4KM2,近畿地建大戸川ダム調査事務所,国際航業,"56.2.21,56.3.30",1266,,「他」削除,,
京都府,日吉町,道路台帳,"撮影,写測","8000,,1000","123.8KM2,2.7KM2",日吉町,国際航業,"54.2.1,55.5.30",,,全域削除,,
京都府,京丹後市,国有林境界調査,境界,,10.0km,大阪営林局,自営,"55.5.20,55.12.20",105,,山→市,,
京都府,舞鶴市,道路台帳,写測,1000,5.0KM2,舞鶴市,(株)八洲,"55.5.16,56.3.30",,,地名修正,,
京都府,和束町,道路台帳,"撮影,写測","8000,,1000","108.0KM2,7.1KM2",和束町,パシフィック航業,"55.4.25,56.7.31",160,,全域削除,,
京都府,京都市,都市計画,"撮影,撮影,写測,写測,写測","12500,,30000,,2500,,10000,,30000","69.0KM2,135.0KM2,69.0KM2,135.0KM2,135.0KM2",京都市,パシフィック航業,"55.8.15,56.2.28",432,,,,
京都府,宇治市,道路台帳,"撮影,撮影,写測","4000,,8000,,500","10.8KM2,320.0KM2,0.5KM2",宇治市,国際航業,"55.7.11,55.10.8",471,,,,
京都府,,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","8.7KM2,111.0KM2,1.0KM2,3.8KM2",園部町,パシフィック航業,"55.8.11,56.9.30",473,,地域削除,,
京都府,福知山市,道路台帳,"撮影,写測","4000,,500","12.0KM2,2.7KM2",福知山市,アジア航測,"55.8.1,57.3.31",474,,,,
