都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,,2018.01.14修正
愛媛県,"宇和島市,",総合計画,基準点,２級,3point,助言H22.8.17H0031宇和島地区広域事務組合,(株)富士建設コンサルタント,"H22.8.17
H23.3.31",,
愛媛県,"西予市,",土地改良,"基準点,基準点,基準点","１級,,３級,,４級","2point,9point,44point",助言H22.8.25H0035愛媛県,"愛媛県土地改良事業団体
連合会","H22.8.25
H23.3.10",,
愛媛県,"大洲市,",都市計画,写測修正,2500,2.5KM2,助言H22.8.25H0034愛媛県大洲市,"(株)四航コンサルタント　松
山営業所","H22.8.25
H22.9.30",,
愛媛県,"西予市,",都市計画,"数値撮影,数値図化,数値図化,数値図化,ディジタルオルソ","地上画素寸法21cm,,2500,,5000,,10000,,2500","584.4KM2,45.1KM2,45.1KM2,45.1KM2,361.5KM2",助言H22.8.30H0036愛媛県西予市,アジア航測(株)　松山営業,"H22.8.30
H23.3.31",,
愛媛県,"大洲市,",河川管理,数値図修正,2500,35KM2,助言H22.8.30H0037四国地方整備局大洲河川国道事,国際航業(株)　松山営業所,"H22.8.30
H23.1.21",,
愛媛県,"四国中央市,",地すべり対策,基準点,１級,4point,助言H22.8.310038独立行政法人水資源機構池田総合管理所,"日本工営(株)
中日本航空(株)","H22.8.31
H23.3.25",,
愛媛県,"伊予市,",砂防計画,数値図化,2500,13KM2,助言H22.9.10039愛媛県中予地方局,(株)ウエスコ,"H22.9.1
H23.1.31",,
愛媛県,"大洲市,",固定資産,数値撮影,地上画素寸法12cm,24.4KM2,助言H22.9.24H0045愛媛県大洲市,(株)パスコ　愛媛支店,"H22.10.1
H23.3.31",,
愛媛県,"新居浜市,",土地区画整理,基準点,４級,89point,助言H22.10.19H0048愛媛県新居浜市,"玉野総合コンサルタント(株)
新居浜事務所","H22.11.1
H23.3.31",,
愛媛県,"松山市,",登記所備付地図作成作業に伴う基準点設置作,"基準点,基準点","３級,,４級","2point,50point",助言H22.10.27H0053松山地方法務局,"(社)愛媛県公共嘱託登記土
地家屋調査士協会","H22.11.8
H23.2.28",,
愛媛県,"西予市,",砂防計画,数値図修正,2500,0.2KM2,助言H22.11.12H0059愛媛県南予地方局,(株)パスコ　愛媛支店,"H22.11.12
H22.12.25",,
愛媛県,"今治市,",砂防計画,数値図化,2500,31.4KM2,助言H22.11.150060愛媛県東予地方局,"(株)パスコ　愛媛支店
(株)ウエスコ　愛媛営業所","H22.11.15
H23.3.31",,
愛媛県,"愛南町,",道路計画,"基準点,基準点","１級,,３級","2point,2point",助言H22.11.17H0061四国地方整備局大洲河川国道事,(株)　富士建設コンサルタン,"H22.11.17
H23.3.18",,
愛媛県,"四国中央市,",下水道台帳,"カラー撮影,数値図化","5000,,500","3.4KM2,0.3KM2",助言H22.11.18H0063愛媛県四国中央市,三和航測(株)　四国支社,"H22.12.1
H23.3.25",,
愛媛県,"松前町,",都市計画,"数値撮影,ディジタルオルソ,数値図修正","地上画素寸法20cm,,2500,,2500","47.1KM2,20.3KM2,20.3KM2",助言H22.12.14H0068愛媛県松前町,(株)パスコ,"H22.12.14
H23.3.25",,
愛媛県,"愛南町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","1.1KM2,1.1KM2",助言H22.12.17H0071愛媛県南予地方局愛南土木事務,基礎地盤コンサルタンツ(株),"H22.12.17
H23.3.10",,
愛媛県,"愛南町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.7KM2,3.7KM2",助言H22.12.17H0072愛媛県南予地方局愛南土木事務,復建調査設計(株),"H22.12.17
H23.3.10",,
愛媛県,"松山市,東温市,",演習場施設測量調査,"基準点,基準点","２級,,３級","1point,1point",助言H23.1.19H0080中国四国防衛局,株式会社セピオ,"H23.1.20
H23.2.25",,
愛媛県,"松山市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4.6KM2,4.6KM2",助言H23.1.70077愛媛県中予地方局,日本工営(株)　愛媛営業所,"H23.1.7
H23.1.31",,
愛媛県,"宇和島市,愛南町,",総合計画,基準点,３級,6point,助言H23.2.90081四国地方整備局松山港湾・空港整備事務所,(株)パスコ　愛媛支店,"H23.2.9
H23.3.15",,
愛媛県,"松山市,",道路台帳,"カラー撮影,座標変換,写測修正","4000,,500,,500","4.74KM2,0.35KM2,0.03KM2",助言H23.3.20087愛媛県松山市,(株)パスコ愛媛支店,"H23.2.1
H23.3.25",,
愛媛県,"西条市,",港湾計画,"数値撮影,数値図化","地上画素寸法14cm,,2500","15.8KM2,3.9KM2",助言H23.3.90088四国地方整備局松山港湾・空港整備事務所,"アジア航測(株)　松山営業
所","H23.3.9
H23.3.30",,
高知県,"本山町,",都市計画,カラー撮影,20000,134.2KM2,助言H22.4.28H0003高知県本山町,アジア航測株式会社,"H22.4.28
H22.7.5",,
高知県県境愛媛県,"宿毛市,四万十市,黒潮町,四万十町,檮原町,津野町,中土佐町,須崎市,県境西予市,鬼北町,松野町,宇和島市,愛南町,",森林計画,数値撮影,16000,1965KM2,助言H22.5.100006林野庁,株式会社　八州,"H22.5.10
H23.2.15",,
高知県,"いの町,大川村,土佐町,本山町,大豊町,",砂防計画,数値図化,2500,"44.2KM2,,",助言H22.5.31H0010四国地方整備局四国山地砂防事,国際航業　徳島営業所,"H22.5.31
H22.9.30",,
高知県,"高知市,",総合計画,"数値撮影,ディジタルオルソ,数値図修正","12cm,,1000,,1000","189.9KM2,189.9KM2,309.2KM2",助言H22.6.24H0016高知県高知市,"国際航業株式会社　高知営
業所","H22.6.24
H23.3.31",,
高知県,"南国市,",ほ場整備,"基準点,基準点","３級,,４級","17point,159point",助言H22.6.30H0018高知県土地改良事業団体連合会,南海測量設計株式会社,"H22.7.1
H23.3.10",,
高知県,"香美市,",地籍調査,基準点,３級,1point,助言H22.6.30H0019高知県香美市,都市開発コンサルタント(株),"H22.6.30
H22.7.20",,
高知県,"四万十市,",道路計画,"カラー撮影,ディジタルオルソ,既成図数値化","1000,,1000,,1000","632.4KM2,632.4KM2,4.1KM2",助言H22.7.200023四万十市,国際航業(株),"H22.7.20
H25.2.22",,
高知県,"四万十市,宿毛市,",地すべり対策,航空レーザ,1000,6.4KM2,助言H22.7.220025四国地方整備局中筋川総合開発工事事務所,アジア航測(株)　四国支店,"H22.7.22
H22.12.15",,
高知県,"高知市,仁淀川町,津野町,黒潮町,中土佐町,いの町,四万十町,香南市,",砂防計画,数値図化,2500,173KM2,助言H22.7.26H0026高知県,"国際航業株式会社　高知営
業所","H22.7.26
H22.9.30",,
高知県,"宿毛市,",土地区画整理,基準点,４級,43point,助言H22.9.14H0044高知県宿毛市,昭和(株)　中国・四国支社,"H22.9.14
H23.3.25",,
高知県,"日高村,越知町,",砂防計画,数値図化,2500,11.7KM2,助言H22.10.27H0050高知県,"株式会社ウエスコ　高知事
務所","H22.11.1
H23.3.25",,
高知県,"檮原町,",砂防計画,数値図化,2500,16.7KM2,助言H22.10.27H0052高知県,(株)パスコ　高知支店,"H22.11.1
H23.3.25",,
高知県,"室戸市,安芸市,",砂防計画,数値図化,2500,22.6KM2,助言H22.10.27H0051高知県,(株)パスコ　高知支店,"H22.11.1
H23.3.25",,
高知県,"南国市,香南市,芸西村,",道路計画,"既成図数値化,数値図修正","1000,,1000","2.3KM2,0.2KM2",助言H22.11.80056四国地方整備局土佐国道事務所,株式会社　エマキ,"H22.11.8
H22.12.16",,
高知県,"高知市,",地籍調査,基準点,３級,28point,助言H22.12.3H0066国土交通省土地・水資源局国土,(株)八紘設計コンサルタント,"H22.12.1
H22.12.1",,
高知県,"南国市,",土地区画整理,"基準点,基準点,水準,水準","３級,,４級,,３級,,４級","6point,121point,4km,5km",助言H22.12.16H0070高知県南国市,昭和(株)　中国・四国支社,"H22.12.16
H23.3.25",,
高知県,"土佐町,",河川管理,航空レーザ,500,63KM2,助言H22.12.22H0075独立行政法人水資源機構池田総合管理所,アジア航測(株)　四国支店,"H22.12.22
H23.3.30",,
高知県,"土佐市,",既存2級基準点「仁R8」の破棄に伴う再設置,基準点,２級,1point,助言H23.2.28H0085四国地方整備局高知河川国道事務所,"四国建設コンサルタント(株)
高知支店","H23.3.1
H23.3.19",,
福岡県県境佐賀県,"糸島市,県境唐津市,",道路台帳,"基準点,基準点,水準,カラー撮影,数値図化,空三","２級,,３級,,３級,,4000,,500,,500","5point,10point,4.5km,5KM2,0.3KM2,18model",助言H22.4.7I0002九州地方整備局　佐賀国道事務,東亜建設技術株式会社,"H22.3.29
H22.7.15",,
福岡県,"北九州市,",道路台帳,基準点,３級,4point,助言H22.5.10I0013北九州市建設局,(株)西日本測研社,"H22.5.6
H22.6.30",,
福岡県,"北九州市,",その他,基準点,３級,2point,助言H22.5.13I0016北九州市建設局,村井測量設計(株),"H22.5.10
H22.5.31",,
福岡県,"水巻町,",固定資産,"カラー撮影,同時調整,ディジタルオルソ","8000,,1000,,1000","46.8KM2,36point,11KM2",助言H22.5.17I0019福岡県　　水巻町,アジア航測(株),"H22.3.12
H23.3.31",,
福岡県県境佐賀県,"福岡市,糸島市,那珂川町,春日市,大野城市,筑紫野市,県境基山町,鳥栖市,みやき町,吉野ヶ里町,上峰町,神埼市,佐賀市,小城市,多久市,唐津市,",砂防計画,"航空レーザ,航空レーザ,航空レーザ","航空レーザ計測,,グラウンドデータ作成,,グリッドデータ作成（1m5m）","1029.6KM2,1029.6KM2,1029.6KM2",助言H22.5.17I0021九州地方整備局　雲仙復興事務,アジア航測(株),"H22.4.23
H22.8.10",,
福岡県,"小竹町,",道路計画,"基準点,座標変換","３級,,2級","1point,2point",助言H22.5.18I0024小竹町,小竹測量設計株式会社,"H22.5.18
H22.6.30",,
福岡県,"春日市,",固定資産,"数値撮影,同時調整","地上画素寸法9.6cm,,1000","14.2KM2,150point",助言H22.6.1I0032福岡県　　春日市,アジア航測(株),"H22.4.1
H23.3.31",,
福岡県,"福岡市,",河川計画,水準,2級水準点,7.5km,助言H22.6.3I0033福岡県　福岡県土整備事務所,"株式会社アジア建設コンサ
ルタント","H22.6.3
H22.11.30",,
福岡県,"八女市,",固定資産,"数値撮影,数値撮影,同時調整,同時調整,ディジタルオルソ,ディジタルオルソ","地上画素寸法20cm,,地上画素寸法40cm,,1000,,2500,,1000,,2500","96.5KM2,386KM2,416point,1606point,96.5KM2,386KM2",助言H22.6.3I0035福岡県　　八女市,朝日航洋(株),"H22.5.28
H22.8.31",,
福岡県,"広川町,",固定資産,"数値撮影,同時調整","地上画素寸法20cm,,1000","37.9KM2,306point",助言H22.6.3I0036福岡県　　広川町,朝日航洋(株),"H22.5.28
H22.8.31",,
福岡県,"朝倉町,",総合計画,基準点,２級,5point,助言H22.6.15I0039福岡県　　朝倉市,(株)パスコ,"H22.5.27
H22.8.25",,
福岡県,"北九州市,",道路区域確定測量,基準点,３級,2point,助言H22.6.22I0043福岡県　　北九州市建設局,"(株)シヨウエー設計測量事
務所","H22.6.7
H22.10.31",,
福岡県,"北九州市,",道路計画,"基準点,基準点,基準点,水準,平板","２級,,３級,,４級,,３級,,500","2point,5point,42point,1km,0.1KM2",助言H22.6.28I0044九州地方整備局　北九州国道事務所,(株)九州測量設計,"H22.6.28
H23.3.15",,
福岡県,"福岡市,",土地区画整理,"基準点,基準点,基準点","２級（座標補正）,,３級,,４級","3point,3point,30point",助言H22.7.2I0046福岡市千里土地区画整理組合,都市企画センター(株),"H22.7.1
H22.10.31",,
福岡県,"北九州市,",道路台帳,基準点,３級,3point,助言H22.7.13I0054北九州市建設局,手嶋測量(有),"H22.7.12
H22.9.30",,
福岡県,"新宮町,",土地区画整理,"基準点,基準点","３級,,３級","4point,2point",助言H22.7.13I0052新宮町沖田土地区画整理組合,"株式会社プランドゥ
第一復建(株)","H22.7.5
H22.10.20",,
福岡県,"嘉麻市,",道路改築事業,基準点,３級,5point,助言H22.7.20I0055福岡県飯塚県土整備事務所,有限会社　扇測量設計,"H22.7.20
H22.8.31",,
福岡県,"北九州市,",基準点維持管理,基準点,３級,1point,助言H22.7.23I0060北九州市建設局,佐藤測量(株),"H22.8.1
H22.8.31",,
福岡県,"北九州市,",道路台帳,基準点,３級,5point,助言H22.7.27I0062北九州市建設局,村井測量設計(株),"H22.7.21
H22.9.30",,
福岡県,"北九州市,",その他,基準点,３級,2point,助言H22.7.28I0065北九州市建設局,石橋開発(株),"H22.7.7
H23.3.31",,
福岡県,"北九州市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4KM2,4KM2",助言H22.8.6I0071福岡県　北九州県土整備事務所,玉野総合コンサルタント(株),"H22.6.26
H23.3.30",,
福岡県,"北九州市,",確定測量,基準点,３級,2point,助言H22.8.6I0075北九州市建設局,(株)九州測量設計,"H22.8.9
H22.9.17",,
福岡県,"鞍手町,",河川管理及び計画,"基準点,基準点,水準","２級,,３級,,２級","6point,10point,11.6km",助言H22.8.6I0077福岡県直方県土整備事務所,マサキ測量設計株式会社,"H22.8.20
H22.12.21",,
福岡県,"北九州市,",公共基準点新設,基準点,３級,5point,助言H22.8.16I0082北九州市建設局,(株)中村測建事務所,"H22.8.16
H22.12.24",,
福岡県,"宗像市,",土地区画整理,"基準点,その他","４級,,出来形確認測量","30point,3.6KM2",助言H22.8.18I0087宗像市,(株)中庭測量コンサルタント,"H22.8.12
H23.3.25",,
福岡県,"大任町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法20cm,,1000,,1000","30KM2,79point,14.2KM2",助言H22.8.20I0090福岡県　　大任町,(株)パスコ,"H22.8.20
H23.3.31",,
福岡県,"北九州市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5KM2,5KM2",助言H22.8.30I0096福岡県　北九州県土整備事務所,(株)アジア建設コンサルタン,"H22.6.26
H23.3.30",,
福岡県,"大川市,",道路計画,"基準点,基準点,水準","２級,,３級,,３級","2point,4point,3.5km",助言H22.9.3I0102九州地方整備局　福岡国道事務所,"エイコー・コンサルタンツ
株式会社","H22.9.3
H22.12.15",,
福岡県,"北九州市,",基準点・水準測量,"基準点,水準","３級,,３級","1point,1km",助言H22.9.3I0105福岡県北九州県土整備事務所,村井測量設計株式会社,"H22.9.3
H22.12.15",,
福岡県,"北九州市,",基準点測量,基準点,３級,5point,助言H22.9.6I0107北九州市建設局,日輪測量設計(株),"H22.8.27
H22.9.26",,
福岡県,"朝倉市,",道路台帳,"基準点,基準点","１級,,２級","4point,5point",助言H22.9.7I0108福岡県朝倉県土整備事務所,大成ジオテック株式会社,"H22.9.7
H22.11.29",,
福岡県,"みやま市,",都市計画,"座標変換,基準点","地籍図根三角点（一次）,,３級","21point,28point",助言H22.9.7I0109みやま市,大正測量設計株式会社,"H22.10.4
H23.1.17",,
福岡県,"北九州市,",道路区域確定測量,基準点,３級,5point,助言H22.9.15I0120北九州市建設局,石橋開発(株),"H22.9.15
H22.10.15",,
福岡県,"北九州市,",小嶺大池測量業務,基準点,３級,2point,助言H22.9.24I0129北九州市建設局,(株)松尾測量,"H22.8.19
H22.12.21",,
福岡県,"大川市,",都市計画,"数値図修正,座標変換","2500,,2500","13KM2,33.6KM2",助言H22.9.24I0131福岡県　　大川市,大成ジオテック(株),"H22.9.24
H23.3.30",,
福岡県,"苅田町,",基準点維持管理（平14九公第470号二級基準点№24移転）,基準点,２級（3級水準兼用）,1point,助言H22.9.27I0133九州地方整備局　北九州国道事務所　行橋維持出張所,(株)新世コンソーシアム,"H22.9.27
H22.10.29   ",,
福岡県,"大野城市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法20cm,,1000,,1000","26.9KM2,110point,26.9KM2",助言H22.10.1I0144福岡県　　大野城市,朝日航洋(株),"H22.10.1
H23.3.31",,
福岡県,"鞍手町,",砂防計画,"数値図化,ディジタルオルソ,数値図修正","2500,,2500,,2500","6.6KM2,6.6KM2,6.6KM2",助言H22.10.5I0149福岡県　直方県土整備事務所,(株)建設技術研究所,"H22.9.28
H23.2.18",,
福岡県,"福岡市,",都市計画,数値図修正,2500,50.1KM2,助言H22.10.13I0160福岡県　　福岡市,栄和測量設計(株),"H22.9.18
H23.3.25",,
福岡県,"小郡市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法15.6cm,,1000,,1000","45.5KM2,179point,45.5KM2",助言H22.10.26I0183福岡県　　小郡市,朝日航洋(株),"H22.10.26
H23.3.31",,
福岡県,"嘉麻市,桂川町,",道路台帳補正,"基準点,基準点","２級,,３級","1point,10point",助言H22.10.26I0182福岡県飯塚県土整備事務所,"株式会社　永大開発コンサ
ルタント","H22.10.26
H23.2.10",,
福岡県,"大川市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法15cm,,1000,,1000","33.6KM2,216point,33.6KM2",助言H22.10.27I0187福岡県　　大川市,朝日航洋(株),"H22.10.25
H23.3.25",,
福岡県,"大木町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法15cm,,1000,,1000","18.4KM2,216point,18.4KM2",助言H22.10.27I0188福岡県　　大木町,朝日航洋(株),"H22.10.25
H23.3.25",,
福岡県,"嘉麻市,",道路台帳,"基準点,基準点,基準点","１級,,２級,,３級","1point,1point,4point",助言H22.10.28I0189福岡県飯塚県土整備事務所,日本航測株式会社,"H22.10.1
H23.1.31",,
福岡県,"宇美町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,1000,,1000","30.2KM2,478point,30.2KM2",助言H22.11.1I0190福岡県　　宇美町,(株)パスコ,"H22.10.12
H23.3.25",,
福岡県,"うきは市,",ダム管理,"基準点,基準点,水準","３級,,４級,,３級","4point,60point,3km",助言H22.11.5I0201福岡県朝倉農林事務所,三共測量設計株式会社,"H22.11.5
H22.11.30",,
福岡県,"北九州市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.6KM2,5.6KM2",助言H22.11.8I0203福岡県　北九州県土整備事務所,"ジーアンドエスエンジニアリ
ング(株)","H22.10.21
H23.3.30",,
福岡県,"嘉麻市,",道路台帳補正,"基準点,基準点","２級,,３級","6point,12point",助言H22.11.8I0205福岡県飯塚県土整備事務所,東亜建設技術株式会社,"H22.11.8
H23.2.12",,
福岡県,"福智町,",固定資産,"カラー撮影,同時調整","10000,,10000","42KM2,41point",助言H22.11.9I0206福岡県　　福智町,大成ジオテック(株),"H22.11.9
H23.3.25",,
福岡県,"小郡市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","1.1KM2,1.1KM2",助言H22.11.10I0209福岡県　久留米県土整備事務所,株式会社クレアリア,"H22.8.21
H23.3.15",,
福岡県,"香春町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法14cm,,1000,,1000","44.6KM2,155point,44.6KM2",助言H22.11.15I0214福岡県　　香春町,朝日航洋(株),"H22.11.10
H23.3.31",,
福岡県,"田川市,",河川修繕設計,"基準点,基準点","３級,,４級","2point,26point",助言H22.11.29I0229九州地方整備局　遠賀川河川事務所,石橋開発(株),"H22.11.21
H23.3.10",,
熊本県,"八代市,氷川町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.7KM2,5.7KM2",助言H22.11.29I0226熊本県　八代地域振興局,中日本航空(株),"H22.9.2
H23.3.25",,
福岡県,"春日市,",都市計画,数値図修正,2500,0.8KM2,助言H22.11.29I0227福岡県　　春日市,東亜建設技術(株),"H22.10.27
H23.1.31",,
福岡県,"東峰村,",道路計画,"基準点,基準点,その他","３級,,４級,,2級座標変換(H9-436)","2point,6point,1point",助言H22.12.6I0238福岡県朝倉県土整備事務所,(株)エスケイエンジニアリン,"H22.11.20
H23.2.28",,
福岡県,"大牟田市,",地すべり地帯の測量,"基準点,基準点,水準","２級,,３級,,３級","3point,5point,12.5km",助言H22.12.8I0242福岡県南筑後県土整備事務所,大成ジオテック株式会社,"H22.12.8
H23.1.31",,
福岡県,"福岡市,",都市計画,基準点,３級,17point,助言H22.12.8I0243福岡市,(有)白水測量設計,"H22.12.1
H23.2.13",,
福岡県,"福岡市,",都市計画,基準点,３級,5point,助言H22.12.8I0244福岡市,栄光測量設計(有),"H22.12.1
H23.1.8",,
福岡県,"福岡市,",都市計画（西区横浜外１地区）,基準点,３級,11point,助言H22.12.8I0245福岡市,株式会社ワコー,"H22.12.8
H23.1.18",,
福岡県,"川崎町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,1000,,1000","36.1KM2,277point,36.1KM2",助言H22.12.15I0255福岡県　　川崎町,"株式会社ひやむた
中日本航空(株)","H22.12.6
H23.3.31",,
福岡県,"篠栗町,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,1000,,1000","38.9KM2,253point,38.9KM2",助言H22.12.15I0256福岡県　　篠栗町,"株式会社ひやむた
中日本航空(株)","H22.12.4
H23.3.31",,
福岡県,"岡垣町,",道路防災事業,基準点,３級,2point,助言H22.12.15I0259福岡県北九州県土整備事務所,有限会社　岩松測建,"H22.12.20
H23.3.15",,
福岡県県境佐賀県,"大牟田市,柳川市,筑後市,大川市,みやま市,大木町,県境佐賀市,",地盤沈下観測調査,水準,１級,211km,助言H22.12.24I0264福岡県,未定,"H23.1.4
H23.3.23",,
福岡県,"北九州市,",道路台帳,基準点,３級,1KM2,助言H22.12.24I0265北九州市建設局,(株)桐友,"H22.12.20
H23.2.28",,
福岡県,"糸島市,",固定資産,"カラー撮影,同時調整","10000,,10000","216KM2,400point",助言H23.1.6I0271福岡県　　糸島市,東亜建設技術(株),"H23.1.1
H23.3.31",,
福岡県,"北九州市,",道路区域確定測量,基準点,３級,2point,助言H23.1.11I0281北九州市建設局,(株)九州測量設計,"H23.1.11
H23.3.20",,
福岡県,"北九州市,",道路計画,基準点,３級,2point,助言H23.1.21I0285北九州市建設局,(株)北九測量設計,"H23.1.14
H23.2.28",,
福岡県,"北九州市,",道路計画,基準点,３級,6point,助言H23.1.21I0286北九州市建設局,(株)押川測量設計,"H23.1.14
H23.2.28",,
福岡県,"北九州市,",道路計画,基準点,３級,4point,助言H23.1.21I0287北九州市建設局,(有)福島測量設計,"H23.1.14
H23.2.28",,
福岡県,"北九州市,",道路計画,基準点,３級,5point,助言H23.1.21I0288北九州市建設局,(株)西日本測研社,"H23.1.14
H23.2.28",,
福岡県,"北九州市,",都市計画,基準点,３級,2point,助言H23.1.26I0293北九州市建設局総務部管理課,(株)宇都宮設計,"H22.11.24
H23.2.28",,
福岡県,"北九州市,",道路台帳,基準点,３級,2point,助言H23.2.2I0300北九州市建設局,(株)中村測建事務所,"H23.1.28
H23.3.31",,
福岡県,"大川市,",道路計画,"基準点,水準","３級,,３級","3point,3.1km",助言H23.2.2I0301九州地方整備局福岡国道事務所,"エイコー・コンサルタンツ株
式会社","H23.2.1
H23.3.15",,
福岡県   ,"北九州市,",3級水準測量,水準,３級,105km,助言H23.2.3I0312北九州市建設局,村井測量設計株式会社,"H23.1.28
H23.3.31",,
福岡県,"北九州市,",河川管理,基準点,３級,2point,助言H23.2.8I0321北九州市建設局,"(株)シヨウエー設計測量事
務所","H23.2.3
H23.3.31",,
福岡県,"飯塚市,嘉麻市,",道路台帳補正,基準点,３級,11point,助言H23.2.8I0322福岡県飯塚県土整備事務所,株式会社　日測設計,"H23.2.1
H23.3.25",,
福岡県,"朝倉市,筑前町,",道路維持管理,"カラー撮影,同時調整","4000,,500","48.07KM2,142point",助言H23.2.15I0325福岡県朝倉県土整備事務所,"(株)アジア建設コンサルタン
ト","H23.1.14
H23.3.15",,
福岡県,"北九州市,",河川管理,基準点,３級,2point,助言H23.2.21I0327北九州市建設局,(株)中村測建事務所,"H23.2.15
H23.3.31",,
福岡県,"北九州市,",道路台帳,基準点,３級,1point,助言H23.2.21I0328北九州市建設局,(有)アイ・エム測量設計,"H23.2.15
H23.3.8",,
福岡県,"北九州市,",道路台帳,基準点,３級,2point,助言H23.2.21I0334北九州市建設局,(株)九州測量設計,"H23.2.21
H23.3.31",,
福岡県,"大牟田市,",街区基準点復旧測量,基準点,３級,2point,助言H23.2.24I0338大牟田市,"株式会社本田開発コンサル
タント","H23.2.24
H23.3.30",,
福岡県,"福岡市,",公園管理,"カラー撮影,同時調整,ディジタルオルソ","4000,,500,,500","20.38KM2,58point,5.39KM2",助言H23.2.28I0339九州地方整備局　国営海の中道海浜公園事務所,日本海航測(株),"H23.2.24
H23.3.31",,
福岡県,"福岡市,",1級基準点再設,基準点,１級,1point,助言H23.3.2I0341福岡市,中山測量設計事務所,"H23.3.2
H23.3.25",,
福岡県,"福岡市,",道路計画,基準点,３級,1point,助言H23.3.8I0345福岡市,川上測量設計事務所,"H22.12.29
H23.3.25",,
福岡県,"糸島市,",土地区画整理,基準点,２級,4point,助言H23.3.8I0346前原東土地区画整理組合設立準備会,"福岡土地区画整理株式会
社","H23.3.8
H23.12.31",,
福岡県,"福岡市,筑紫野市,春日市,大野城市,太宰府市,那珂川町,",河川管理,"同時調整,数値図化,数値図化","10000,,1000,,2500","74point,2.1KM2,4.9KM2",助言H23.3.14I0350福岡県　那珂県土整備事務所,(株)パスコ,"H23.3.11
H23.3.25",,
福岡県,"宗像市,",2級基準点設置,"基準点,基準点","２級,,４級","7point,5point",助言H23.3.15I0352宗像市,有限会社陸地測量事務所,"H23.3.17
H23.3.30",,
福岡県,"柳川市,",固定資産,"数値撮影,同時調整,ディジタルオルソ","地上画素寸法12cm,,1000,,1000","76.88KM2,76.88KM2,76.88KM2",助言H23.3.15I0354福岡県　　柳川市,(株)パスコ,"H23.3.15
H23.4.28",,
福岡県,"久山町,",都市計画,数値図化,2500,18.51KM2,助言H23.3.15I0355福岡県　　久山町,アジア航測(株),"H23.2.18
H23.3.31",,
福岡県,"吉富町,",道路計画,"撮影,空三,数値図化,水準","10000,,1000,,1000,,簡級","6.29KM2,3model,1.3KM2,6.1km",助言H23.3.25I0359福岡県京築県土整備事務所,(株)ウエスコ,"H23.2.1
H23.3.30",,
福岡県,"宗像市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.5KM2,5.5KM2",助言H22.5.110012福岡県　北九州県土整備事務所,(株)アジア建設コンサルタン,"H21.6.30
H22.8.31",,
福岡県,"宗像市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","8KM2,8KM2",助言H22.5.110014福岡県　北九州県土整備事務所,玉野総合コンサルタント(株),"H21.6.30
H22.8.31",,
福岡県,"田川市,",都市計画,"カラー撮影,同時調整,数値図化","10000,,2500,,2500","130KM2,312point,54.4KM2",助言H22.5.270028福岡県　　田川市,国際航業(株),"H22.5.20
H23.2.28",,
福岡県,"行橋市,",経営体育成基盤整備事業,"座標変換,基準点,平板","２級,,２級,,500","1point,3point,0.1KM2",助言H22.6.180041福岡県　行橋農林事務所,"福岡県土地改良事業団体
連合会","H22.6.18
H22.12.17",,
福岡県,"川崎町,",砂防計画,数値図化,2500,4.8KM2,助言H22.7.70048福岡県　田川県土整備事務所,(株)ウエスコ,"H22.8.1
H23.3.15",,
福岡県,"豊前市,",土地改良,"基準点,基準点","３級,,４級","2point,9point",助言H22.7.90050福岡県　行橋農林事務所,"福岡県土地改良事業団体
連合会","H22.7.8
H23.3.25",,
福岡県,"小郡市,大刀洗町,久留米市,朝倉市,うきは市,八女市,広川町,筑後市,大木町,大川市,柳川市,みやま市,大牟田市,糸島市,",砂防計画,"カラー撮影,直接定位計算","10000,,10000","247.8KM2,247.8KM2",助言H22.7.210057福岡県,国際航業(株),"H22.7.16
H23.3.18",,
福岡県,"川崎町,",県営農地環境整備事業における確定測量,"基準点,基準点","３級,,４級","4point,42point",助言H22.7.270063福岡県飯塚農林事務所,"福岡県土地改良事業団体
連合会","H22.7.27
H23.3.18",,
