都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号,,,,,,～の有無,2018.01.10地名修正
香川県,高松市,地盤沈下,水準,1級,13.1km,香川県,太平測量,"58.6.1,58.11.30",187,,,,,,,
香川県,宇多津町,道路台帳,"撮影,図化,図化","4000,,500,,1000","15.0KM2,1.1KM2,0.6KM2",宇多津町,アジア航測,"58.4.4,58.9.30",72,,,,「全域」削除,,,
香川県,牟礼町,道路台帳,"撮影,図化","4000,,500","15.5KM2,2.8KM2",牟礼町,国際航業,"58.10.20,59.2.28",855,,,,「全域」削除,,,
香川県,丸亀市,下水道台帳,"撮影,図化新規,図化修正","4000,,500,,500","12.0KM2,0.7KM2,0.7KM2",丸亀市,大阪写真測量所,"58.5.22,58.12.10",189,図化修正,,,,,,
香川県,坂出市,農地開発,"撮影,図化","8000,,1000","6.8KM2,0.6KM2",坂出市,アジア航測,"59.2.21,59.3.26",1322,,,地名修正,,,,
香川県,財田町,道路台帳,"撮影,図化","8000,,1000","47.8KM2,4.3KM2",財田町,アジア航測,"58.8.10,59.1.31",527,,,,「全域」削除,,,
香川県,高松市,道路台帳,"撮影,図化","8000,,1000","84.0KM2,30.0KM2",高松市,アジア航測,"58.10.1,59.3.25",856,,,,「全域」削除,,,
香川県,丸亀市,道路台帳,撮影(対標有),8000,34.9KM2,丸亀市,国際航業,"58.12.1,59.1.25",1070,,,,,,,
香川県,満濃町,道路台帳,"撮影,図化","8000,,1000","21.0KM2,6.4KM2",満濃町,パスコ,"58.10.31,59.2.20",1068,,,,「全域」削除,,,
香川県,綾南町,道路台帳,"撮影,図化","8000,,1000","38.0KM2,7.8KM2",綾南町,大阪写真測量所,"58.7.15,59.2.28",394,,,,「全域」削除,,,
香川県,,河川台帳整備,撮影(対標有),8000,30.4KM2,香川県高松土木事務所,五星測研,"58.3.10,58.3.30",,,,川の流域なので削除,,,,
香川県,多度津町,都市計画,"撮影,図化修正,編集","12500,,2500,,10000","33.3KM2,14.0KM2,20.0KM2",多度津町,国際航業,"58.8.1,58.10.30",399,図化修正,,「郡」削除,「全域」削除,,,
香川県,高松市,下水道計画,図化,500,0.8KM2,高松市,朝日航洋,"58.5.28,58.9.5",,,,地名修正,,,,
香川県,高松市,下水道計画,図化,500,0.7KM2,高松市,アジア航測,"59.2.14,59.3.24",,,,,地名修正,,,
香川県,多度津町,都市計画,図化,1000,0.7KM2,多度津町,国際航業,"58.3.7,58.3.30",,,,地名修正,,,,
香川県,高松市,道路計画,図化,1000,0.8KM2,四国地建香川工事事務所,国際航業,"58.8.8,58.10.25",,,,地名修正,,,,
香川県,坂出市,道路計画,図化,1000,0.1KM2,四国地建香川工事事務所,四電技術コンサルタント,"58.10.24,58.11.30",,,,地名修正,,,,
香川県,"直島町,坂出市,高松市",道路計画,図化,1000,0.3KM2,香川県,国際航業,"58.10.1,58.12.15",,,,地名修正,,,,
香川県,三木町,道路台帳,図化,1000,6.9KM2,三木町,パスコ,"58.10.1,59.2.20",,,,,「全域」削除,,,
香川県,観音寺市,道路台帳,図化,1000,7.7KM2,観音寺市,朝日航洋,"59.2.23,59.9.30",,,,,「全域」削除,,,
香川県,琴平町,道路台帳,図化,1000,2.1KM2,琴平町,国際航業,"59.1.10,59.3.20",,,,,「全域」削除,,,
香川県,白鳥町,道路台帳,"撮影,図化","8000,,1000","76.8KM2,3.6KM2",白鳥町,国際航業,"57.8.1,59.2.28",398,,,「郡」削除,「全域」削除,,,
香川県,坂出市,道路台帳,図化,1000,0.2KM2,坂出市,アジア航測,"58.4.28,58.5.25",,,,,,,,
香川県,豊中町,道路台帳,図化,1000,1.9KM2,豊中町,アジア航測,"58.10.3,59.1.31",,,,,「全域」削除,,,
香川県,丸亀市,道路台帳,図化,1000,5.8KM2,丸亀市,"国際航業,アジア航測","58.8.19,59.2.20",,,,「他～」削除,,,,土器村，飯野町はS29に丸亀市に合併
香川県,三野町,道路台帳,図化,1000,2.2KM2,三野町,アジア航測,"58.8.19,58.12.24",,,,,「全域」削除,,,
香川県,"仲南町,綾歌町",道路計画,図化,2500,2.5KM2,"四国地方建設局,香川工事事務所",アジア航測,"58.5.13,58.6.20",,,,,,,,
香川県,大野原町,ほ場整備,図化,2500,5.8KM2,大野原町,アジア航測,"58.4.20,58.5.30",,,,,,,,
香川県,直島町,都市計画,図化,5000,14.0KM2,直島町,アジア航測,"58.3.1,58.4.28",3,,,,「全域」削除,,,
香川県,高松市,区画整理,"基準点,平板","2級,,500","10point,3.8KM2",高松市,南海コンサルタント,"58.7.1,59.3.31",,,,地名修正,,,,
香川県,津田町,確定測量,平板,500,0.1KM2,津田町,興国測量,"59.1.6,59.2.1",,,,地名修正,,,,
愛媛県,松山市,道路台帳,"基準点,水準","1級,,3級","7point,24.7km",松山市,パスコ,"58.8.10,59.2.29",,,,地名修正,,,,
愛媛県,津島町,森林計画,基準点,図根点,4point,高知営林局,林野弘済会,"58.5.1,58.10.31",,,,,「外」削除,,,
愛媛県,,森林計画,基準点,図根点,4point,高知営林局,自営,"58.12.1,59.2.29",,,,「国有林」なので削除,,,,
愛媛県,新居浜市,下水道計画,水準,2級,25.0km,新居浜市,住北土建設計,"58.3.20,58.4.25",,,,,,,,
愛媛県,野村町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","8.2KM2,187.0KM2,1.2KM2,15.3KM2",野村町,第一航業,"58.12.1,60.2.28",1135,,,,「全域」削除,,,
愛媛県,保内町,道路台帳,"撮影,図化","4000,,500","8.2KM2,0.4KM2",保内町,パスコ,"58.12.21,59.3.30",1237,,,,,,,
愛媛県,新居浜市,下水道計画,"撮影,図化","4000,,500","12.5KM2,3.6KM2",新居浜市,国際航業,"58.4.25,58.10.31",78,,,,,,,
愛媛県,伊予三島市,道路計画,"撮影,図化新規,図化修正","8000,,1000,,1000","4.9KM2,0.3KM2,0.2KM2","愛媛県西条地方局,伊予三島土木事務所",アジア航測,"59.2.11,59.3.20",1326,図化修正,,地名修正,,,,
愛媛県,松山市,"道路台帳,道路計画","撮影,図化","8000,,1000","2.9KM2,0.7KM2",四国地建松山工事事務所,国際航業,"58.11.21,59.3.15",,,,地名修正,,,,
愛媛県,"御荘町,西海町,津島町",道路台帳,"撮影,図化","8000,,1000","276.2KM2,10.1KM2",愛媛県,パスコ,"58.6.3,59.2.29",270,,,「他～」削除,,,,
愛媛県,大三島町,道路台帳,"撮影,図化","8000,,1000","42.7KM2,2.6KM2",大三島町,国際航業,"58.8.25,59.10.31",688,,,,「全域」削除,,,
愛媛県,伯方町,道路台帳,"撮影,図化","8000,,1000","19.4KM2,2.7KM2",伯方町,国際航業,"58.8.25,59.10.31",682,,,,「全域」削除,,,
愛媛県,上浦町,道路台帳,"撮影,図化","8000,,1000","21.9KM2,3.5KM2",上浦町,国際航業,"58.8.25,59.10.31",684,,,,「全域」削除,,,
愛媛県,菊間町,道路台帳,"撮影,図化","8000,,1000","36.3KM2,3.1KM2",菊間町,国際航業,"58.8.25,59.10.31",692,,,,「全域」削除,,,
愛媛県,西海町,道路台帳,"撮影,図化","8000,,1000","31.4KM2,1.1KM2",西海町,国際航業,"58.6.10,59.2.20",269,,,,「全域」削除,,,
愛媛県,玉川町,道路台帳,"撮影,図化","8000,,1000","104.0KM2,6.9KM2",玉川町,国際航業,"58.8.25,59.10.31",693,,,,「全域」削除,,,
愛媛県,土居町,道路台帳,"撮影,図化","8000,,1000","62.2KM2,6.6KM2",土居町,三和航測,"58.8.15,60.2.28",529,,,,,,,
愛媛県,双海町,道路台帳,"撮影,図化","8000,,1000","92.6KM2,6.2KM2",双海町,パスコ,"58.3.4,59.3.20",191,,,,「全域」削除,,,
愛媛県,三間町,道路台帳,"撮影,図化","8000,,1000","59.9KM2,5.2KM2",三間町,国際航業,"58.4.25,59.2.25",77,,,,「全域」削除,,,
愛媛県,宮窪町,道路台帳,"撮影,図化","8000,,1000","19.5KM2,1.9KM2",宮窪町,国際航業,"58.8.25,59.10.31",686,,,,「全域」削除,,,
愛媛県,弓削町,道路台帳,"撮影,図化","8000,,1000","13.0KM2,1.3KM2",弓削町,国際航業,"58.8.25,59.10.31",690,,,,「全域」削除,,,
愛媛県,吉海町,道路台帳,"撮影,図化","8000,,1000","27.2KM2,2.2KM2",吉海町,国際航業,"58.8.25,59.10.31",683,,,,「全域」削除,,,
愛媛県,生名村,道路台帳,"撮影,図化","8000,,1000","3.4KM2,1.4KM2",生名村,国際航業,"58.8.25,59.10.31",691,,,,「全域」削除,,,
愛媛県,岩城村,道路台帳,"撮影,図化","8000,,1000","10.8KM2,1.3KM2",岩城村,国際航業,"58.8.25,59.10.31",689,,,,「全域」削除,,,
愛媛県,魚島村,道路台帳,"撮影,図化","8000,,1000","3.4KM2,0.5KM2",魚島村,国際航業,"58.8.25,59.10.31",685,,,,「全域」削除,,,
愛媛県,関前村,道路台帳,"撮影,図化","8000,,1000","5.4KM2,0.8KM2",関前村,国際航業,"58.8.25,59.10.31",687,,,,「全域」削除,,,
愛媛県,別子山村,道路台帳,"撮影,図化","8000,,1000","42.4KM2,0.8KM2",別子山村,三和航測,"58.6.30,59.3.25",271,,,,,,,
愛媛県,"大洲市,内子町,五十崎町",農地開発,"撮影,図化","8000,,1000","24.4KM2,1.8KM2","中国四国農政局,大洲喜多開拓建設事業所",朝日航洋,"58.12.10,59.2.15",,,,,,,,
愛媛県,伊予市,ほ場整備,"撮影,図化","8000,,1000","16.6KM2,0.4KM2",愛媛県松山地方局長,三和航測,"58.10.23,58.12.19",857,,,地名修正,,,,
愛媛県,野村町,ほ場整備,"撮影,図化","8000,,1000","21.1KM2,0.2KM2","愛媛県八幡浜地方局,宇和出張所",三和航測,"58.12.17,59.3.4",1137,,,地名修正,,,,
愛媛県,西条市,ほ場整備,撮影(対標有),8000,4.1KM2,愛媛県西条地方局,三和航測,"58.11.3,58.12.12",858,,,地名修正,,,,
愛媛県,"重信町,川内町",砂防調査,撮影(対標有),8000,165.3KM2,松山工事事務所,国際航業,"58.2.23,58.3.31",4,,,,,,,
愛媛県,今治市,都市計画,"撮影,図化,編集,編集","12500,,2500,,10000,,25000","100.0KM2,74.8KM2,74.8KM2,74.8KM2",今治市,パスコ,"58.5.31,59.3.25",277,,,,「全域」削除,,,
愛媛県,松山市,都市計画,"撮影,図化新規,図化修正,編集,編集,編集","12500,,2500,,2500,,10000,,25000,,30000","294.0KM2,157.6KM2,32.3KM2,289.3KM2,289.3KM2,289.3KM2",松山市,国際航業,"58.5.18,58.11.30",190,図化修正,測量地域修正,,,,,
愛媛県,西条市,道路計画,図化,1000,1.1KM2,"日本道路公団高松建設所,西条工事事務所",朝日航洋,"58.7.9,58.8.7",,,,,,,,
愛媛県,"大洲市,肱川町","河川計画,道路計画","図化,図化新規,図化修正","1000,,2500,,2500","1.2KM2,4.0KM2,2.7KM2",四国地建大洲工事事務所,国際航業,"58.9.15,59.1.20",,図化修正,,,,,,
愛媛県,今治市,道路台帳,"図化,図化","500,,1000","1.1KM2,31.3KM2",今治市,パスコ,"58.10.29,59.3.25",,,,,,,,
愛媛県,瀬戸町,道路台帳,図化,1000,4.0KM2,瀬戸町,アジア航測,"59.1.31,60.3.25",,,,,「全域」削除,,,
愛媛県,大洲市,農地開発,図化,1000,2.0KM2,"中国四国農政局,大洲喜多開拓建設事業所",玉野総合コンサルタント,"58.8.3,58.10.17",,,,,,,,
愛媛県,大洲市,農地開発,図化,1000,1.6KM2,"中国四国農政局,大洲喜多開拓建設事業所",国際航業,"58.11.28,59.1.31",,,,,,,,
愛媛県,八幡浜市,"かんがい,排水計画",図化,1000,8.0KM2,愛媛県八幡浜地方局,アジア航測,"58.6.29,58.9.3",395,,,地名修正,,,,
愛媛県,重信町,都市計画,"図化,図化修正","2500,,2500","4.0KM2,16.3KM2",重信町,パスコ,"58.6.20,58.9.20",272,図化修正,,,,,,
高知県,高知市,地盤沈下,水準,1級,44.0km,高知市,第一測量設計コンサルタント,"58.12.5,59.2.29",1079,,,,,,,
高知県,須崎市,"下水道台帳,道路台帳","撮影,撮影,図化,図化","4000,,8000,,500,,1000","12.3KM2,136.0KM2,2.5KM2,21.4KM2",須崎市,アジア航測,"58.10.8,60.3.19",861,,,,「全域」削除,,,
高知県,伊野町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","17.9KM2,82.0KM2,5.6KM2,5.0KM2",伊野町,国際航業,"58.7.21,59.3.31",397,,,,「全域」削除,,,
高知県,北川村,道路台帳,"撮影,図化","4000,,500","35.5KM2,1.7KM2",北川村,第一測量設計コンサルタント,"58.12.26,59.12.10",1142,,,,「全域」削除,,,
高知県,窪川町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","3.5KM2,278.1KM2,1.3KM2,6.0KM2",窪川町,朝日航洋,"58.7.25,59.2.28",533,,,,「全域」削除,,,
高知県,土佐山田町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","5.2KM2,110.0KM2,1.1KM2,6.3KM2",土佐山田町,朝日航洋,"58.9.26,59.8.30",698,,,,「全域」削除,,,
高知県,本川村,道路台帳,"撮影,図化","4000,,500","22.0KM2,0.7KM2",本川村,朝日航洋,"58.11.18,59.3.25",,,,,,,,
高知県,宿毛市,道路台帳,"撮影,図化","8000,,1000","9.4KM2,0.4KM2",宿毛市,国際航業,"58.12.19,59.3.31",1141,,,,,,,
高知県,土佐市,道路台帳,"撮影,図化,図化,図化修正","8000,,1000,,5000,,5000","130.0KM2,40.0KM2,31.6KM2,60.0KM2",土佐市,国際航業,"59.1.10,60.6.30",1239,図化修正,,,「全域」削除,,,
高知県,土佐清水市,道路台帳,"撮影,図化","8000,,1000","266.5KM2,5.4KM2",土佐清水市,国際航業,"58.5.23,59.8.31",195,,,,「全域」削除,,,
高知県,室戸市,道路台帳,"撮影,図化","8000,,1000","248.5KM2,13.4KM2",室戸市,国際航業,"58.11.20,60.3.31",1078,,,,「全域」削除,,,
高知県,池川町,道路台帳,"撮影,図化","8000,,1000","85.8KM2,3.3KM2",池川町,国際航業,"58.6.24,59.2.29",275,,,,「全域」削除,,,
高知県,芸西村,道路台帳,"撮影,図化","8000,,1000","90.0KM2,3.1KM2",芸西村,アジア航測,"58.11.10,59.10.31",1139,,,,「全域」削除,,,
高知県,佐川町,道路台帳,"撮影,図化","8000,,1000","20.0KM2,2.4KM2",佐川町,国際航業日本振興共同企業体,"58.4.1,59.2.28",6,,,,地名修正,,,
高知県,奈半利町,道路台帳,"撮影,図化,図化","8000,,500,,1000","51.5KM2,0.3KM2,2.7KM2",奈半利町,第一測量設計コンサルタント,"59.3.1,59.8.31",1329,,,,「全域」削除,,,
高知県,仁淀村,道路台帳,"撮影,図化","8000,,1000","106.0KM2,4.2KM2",仁淀村,パスコ,"58.5.1,58.12.25",274,,,,「全域」削除,,,
高知県,吾川村,道路台帳,"撮影,図化","8000,,1000","99.1KM2,3.0KM2",吾川村,国際航業,"58.6.4,59.2.29",273,,,,「全域」削除,,,
高知県,野市町,ほ場整備,"撮影,図化","8000,,1000","9.9KM2,1.8KM2",野市町,アジア航測,"58.10.1,59.2.28",860,,,地名修正,,,,
高知県,南国市,文化財調査,"カラー撮影,図化","8000,,1000","6.0KM2,0.5KM2",高知県教育委員会,朝日航洋,"58.10.25,58.11.29",864,撮影(カラー)→カラー撮影,,地名修正,,,,
高知県,大豊町,電源開発,"撮影,図化","8000,,2000","6.7KM2,3.5KM2",高知県,アジア航測,"58.12.11,59.3.10",1140,,,地名修正,,,,
高知県,須崎市,都市計画,"撮影,図化修正","12500,,2500","109.0KM2,19.0KM2",須崎市,アジア航測,"58.3.1,58.4.30",7,図化修正,,,,,,
高知県,"大川村,土佐町,土佐山村,吾北村",森林計画,撮影,16000,446.0KM2,高知県,協同測量社,"58.5.13,58.7.31",196,,,,,,,
高知県,大野見村,農地開発,"撮影,図化","20000,,5000","79.0KM2,5.4KM2",高知県須崎耕地事務所,朝日航洋,"58.10.20,58.12.24",865,,,,,,,
高知県,高知市,"下水道台帳,道路台帳","図化,編集","500,,1000","7.0KM2,59.9KM2",高知市,国際航業,"58.3.25,59.1.31",,,,,,,,
高知県,中村市,都市計画,"図化新規,図化修正,編集","2500,,2500,,10000","7.5KM2,29.0KM2,36.5KM2",中村市,国際航業,"58.12.25,59.3.20",1240,図化修正,,,,,,
高知県,中村市,道路台帳,図化,500,2.7KM2,中村市,国際航業,"58.11.21,59.3.30",,,,,「地区」削除,,,
高知県,中土佐町,道路計画,図化,1000,0.3KM2,四国地建土佐国道工事事務所,国際航業,"58.8.20,58.10.31",,,,地名修正,,,,
高知県,宿毛市,道路台帳,図化,1000,0.6KM2,宿毛市,開成測量,"58.10.12,59.3.20",,,,地名修正,,,,
高知県,佐賀町,道路台帳,図化,1000,2.7KM2,佐賀町,国際航業,"58.9.18,59.2.29",,,,,「全域」削除,,,
高知県,大正町,道路台帳,図化,1000,3.4KM2,大正町,国際航業,"58.9.25,59.3.31",,,,,「全域」削除,,,
高知県,春野町,道路台帳,"撮影,図化","8000,,1000","4.3KM2,8.7KM2",春野町,アジア航測,"58.8.31,59.2.28",,,,,「全域」削除,,,
高知県,中村市,農地開発,図化,1000,3.7KM2,中国四国農政局,パスコ,"58.9.30,58.11.5",,,,,,,,
高知県,大方町,ほ場整備,図化,1000,2.1KM2,大方町,アジア航測,"58.11.1,59.2.16",,,,地名修正,,,,
高知県,"高知市,南国市",都市計画,図化修正,2500,13.3KM2,高知県,国際航業,"58.7.25,58.10.20",,図化修正,,,,,,
高知県,南国市,都市計画,図化,2500,8.6KM2,南国市,パスコ,"58.6.27,58.8.30",400,,,,「地区」削除,,,
高知県,安芸市,道路計画,図化,2500,9.0KM2,安芸土木事務所,アジア航測,"58.2.20,58.3.30",8,,,,,,,
高知県,"中村市,宿毛市",河川管理,"図化,図化修正","2500,,2500","5.0KM2,4.0KM2",四国地建中村工事事務所,国際航業,"59.2.4,59.3.31",,図化修正,,地名修正,,,,
高知県,本山町,河川計画,図化,2500,1.8KM2,四国地建吉野川ダム統合管理事務所,アジア航測,"59.1.31,59.3.30",,,,,,,,
高知県,高知市,港湾計画,図化修正,2500,9.1KM2,高知県,アジア航測,"58.8.20,58.9.21",534,図化修正,,港→地名,,,,
高知県,須崎市,港湾計画,"図化修正,編集","5000,,10000","25.0KM2,25.0KM2","第三港湾建設局,高知港工事事務所",アジア航測,"59.1.27,59.3.30",1327,図化修正,,港→地名,,,,
福岡県,北九州市,地盤変動,"水準,水準","1級,,2級","52.8km,77.3km",北九州市,東亜測量,"58.11.29,59.3.27",1016,,,,,「区」削除,,
福岡県,福岡市,都市計画,"撮影,図化","4000,,500","1.8KM2,0.1KM2",福岡市,九州測量設計,"58.11.9,59.1.31",,,,,,「区」削除,,
福岡県,久留米市,道路台帳,"撮影,図化","4000,,500","581.1KM2,36.5KM2",福岡県,アジア建設コンサルタント他4社,"58.5.16,58.12.20",159,,,「他～」削除,,,,
福岡県,北九州市,道路台帳,"撮影,図化","4000,,500","11.7KM2,4.9KM2",北九州市,パスコ,"58.11.24,59.3.31",1014,,,,,「区」削除,,
福岡県,久留米市,道路台帳,"撮影,図化","4000,,500","14.0KM2,3.0KM2",久留米市,大成測量設計,"58.12.20,59.3.23",1190,,,地名修正,,,,
福岡県,田川市,道路台帳,"撮影,図化","4000,,500","54.0KM2,8.1KM2",田川市,国際航業,"58.6.1,58.12.28",285,,,,「全域」削除,,,
福岡県,直方市,道路台帳,"撮影,図化","4000,,500","61.6KM2,19.6KM2",直方市,大成測量設計,"58.9.30,60.1.31",704,,,,「全域」削除,,,
福岡県,八女市,道路台帳,撮影,4000,9.0KM2,八女市,大成測量設計,"58.12.20,59.1.20",1189,,,,,,,
福岡県,朝倉町,道路台帳,"撮影,図化","4000,,500","26.2KM2,7.6KM2",朝倉町,日本航業,"59.1.27,59.10.25",1249,,,,,,,
福岡県,糸田町,道路台帳,"撮影,図化","4000,,500","8.0KM2,2.0KM2",糸田町,国際航業,"58.6.1,58.10.31",281,,,,「全域」削除,,,
福岡県,碓井町,道路台帳,"撮影,図化","4000,,500","8.4KM2,2.5KM2",碓井町,大成測量設計,"58.11.11,58.12.24",1024,,,,「全域」削除,,,
福岡県,津屋崎町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","15.0KM2,28.0KM2,2.4KM2,8.4KM2",津屋崎町,国際航業,"58.3.25,58.11.30",18,,,,,,,
福岡県,二丈町,道路台帳,"撮影,図化","4000,,500","62.0KM2,5.3KM2",二丈町,大成測量設計,"59.1.23,59.3.10",1244,,,,,,,
福岡県,北九州市,鉄道路線調査,"撮影,図化","4000,,500","3.9KM2,0.6KM2",日本国有鉄道下関工事局,アジア航測,"58.3.15,58.4.15",,,,,,「区」削除,,
福岡県,北九州市,道路計画,"撮影,図化","8000,,1000","30.0KM2,4.0KM2",福岡北九州高速道路公社,東亜測量,"58.4.1,58.5.31",16,,,,,「区」削除,,
福岡県,豊前市,道路台帳,"撮影,図化,図化","8000,,500,,1000","121.6KM2,4.8KM2,7.2KM2",豊前市,西日本航空,"58.3.15,59.12.20",15,,,,「全域」削除,,,
福岡県,"久留米市,うきは市","農業,水利事業","撮影,図化","8000,,1000","128.0KM2,15.0KM2",九州農政局筑後川中流域農業水利事務所,アジア航測,"58.4.11,59.3.30",19,,,「地域」修正,,郡展開,,
福岡県,福岡市,ダム計画,"撮影,図化","8000,,1000","30.0KM2,10.0KM2",福岡市,東亜測量,"58.12.10,59.2.28",1183,,,地名修正,,,,
福岡県,久留米市,配給水管台帳,"撮影,図化","8000,,1000","9.0KM2,5.8KM2",久留米市企業局,大和測量,"58.5.12,58.11.27",286,,,,,,,
福岡県,久留米市,配給水管台帳,"撮影,図化","8000,,1000","14.9KM2,9.4KM2",久留米市企業局,大成測量設計,"58.12.22,59.3.25",1184,,,,,,,
福岡県,行橋市,都市計画,"撮影,図化","12500,,2500","127.9KM2,68.7KM2",行橋市,国際航業,"58.10.22,59.3.20",1019,,,,「全域」削除,,,
福岡県,,干潟調査,カラー撮影,15000,538.0KM2,九州農政局筑後川水系農業水利調査事務所,大成測量設計,"58.7.12,58.10.31",405,撮影(カラー)→カラー撮影,,地名修正,,,,
福岡県,添田町,遺跡調査,"撮影,図化","15000,,3000","77.3KM2,25.2KM2",添田町,朝日航洋,"58.12.10,59.3.31",1022,,,地名修正,,,,
福岡県,福岡市,森林計画,"撮影,図化","16000,,5000","889.0KM2,120.0KM2",福岡県,日本林業技術協会,"58.6.1,59.3.31",162,,,「周辺」削除,,,,
福岡県,前原町,都市計画,"撮影,図化新規,図化修正","30000,,10000,,10000","104.5KM2,41.1KM2,63.4KM2",前原町,アジア建設コンサルタント,"58.12.16,59.3.20",1193,図化修正,,,「全域」削除,,,
福岡県,前原町,都市計画,図化,500,3.1KM2,前原町,大成測量設計,"58.11.14,59.3.19",,,,,,,,
福岡県,三輪町,"都市計画,道路台帳","図化,図化修正","500,,5000","6.4KM2,21.6KM2",三輪町,パスコ,"58.9.10,59.1.31",700,図化修正,,,「全域」削除,,,
福岡県,福岡市,道路台帳,図化,500,14.9KM2,福岡市,"東亜測量,アジア航測,アジア建設コンサルタント","58.10.24,59.1.22",896,,,,,「区」削除,,
福岡県,福岡市,道路台帳,図化,500,5.6KM2,福岡市,パスコ,"59.1.17,59.3.20",,,,,,「区」削除,,
福岡県,福岡市,道路台帳,図化,500,7.2KM2,福岡市,東亜測量,"59.2.15,59.3.24",,,,,,「区」削除,,
福岡県,三橋町,道路台帳,図化,500,7.8KM2,三橋町,東亜測量,"58.8.8,59.2.29",,,,,「全域」削除,,,
福岡県,太宰府市,下水道計画,図化,500,1.5KM2,大宰府市,日本水道コンサルタント,"58.6.25,58.10.25",,,,,,,,地名修正
福岡県,筑紫野市,利水計画,図化,500,1.2KM2,水資源開発公団福岡導水建設所,アジア航測,"58.10.26,59.3.8",,,,地名修正,,,,
福岡県,瀬高町,ほ場整備,図化,1000,1.1KM2,瀬高町,大成測量設計,"59.2.7,59.3.20",,,,,,,,
福岡県,福岡市,都市計画,図化,2500,32.3KM2,福岡市,アジア建設コンサルタント,"58.5.28,59.3.20",289,,,,,,,
福岡県,北九州市,都市計画,"図化新規,図化修正","2500,,2500","18.0KM2,78.0KM2",北九州市,パスコ,"58.7.8,59.3.15",402,図化修正,,,,,,
福岡県,嘉穂町,治水計画,図化,2500,2.0KM2,九州地建筑後川工事事務所,東亜コンサルタント,"59.1.23,59.2.3",,,,,,,,
福岡県,福岡市,都市計画,平板,500,0.1KM2,福岡市,西日本開発コンサルタント,"59.2.4,59.2.29",,,,,,「区」削除,,
福岡県,久留米市,道路台帳,平板,500,0.1KM2,久留米市,亜細亜測量,"58.1.15,58.3.31",,,,地名修正,,,,
福岡県,古賀町,区画整理,平板,500,0.5KM2,"住宅,都市整備公団九州支社",第一復建,"58.4.25,58.9.15",,,,,,,,福岡町は不明のため削除
佐賀県,,地盤沈下,"水準,水準","1級,,2級","120.0km,140.0km",佐賀県,東亜測量,"58.12.10,59.3.31",1018,,,平野,,,,
佐賀県,"福富町,芦刈町,武雄市",地盤沈下,水準,2級,68.0km,九州地建武雄工事事務所,日鉄鉱コンサルタント,"59.2.1,59.3.30",1260,,,,,,,S29武雄町→市
佐賀県,北茂安町,道路台帳,"撮影,図化","4000,,500","33.0KM2,3.6KM2",北茂安町,日本航業,"58.9.26,58.12.25",702,,,,「全域」削除,,,
佐賀県,玄海町,道路台帳,"撮影,図化","4000,,500","44.0KM2,4.6KM2",玄海町,大成測量設計,"58.5.31,59.2.29",283,,,,「全域」削除,,,
佐賀県,鎮西町,道路台帳,"撮影,図化","4000,,500","39.2KM2,1.7KM2",鎮西町,国際航業,"58.7.28,59.2.3",516,,,,「全域」削除,,,
佐賀県,西有田町,道路台帳,"撮影,撮影,図化","4000,,5000,,500","56.0KM2,70.0KM2,5.4KM2",西有田町,朝日航洋,"58.6.10,59.1.31",287,,,,「全域」削除,,,
佐賀県,呼子町,道路台帳,"撮影,図化","4000,,500","13.9KM2,1.4KM2",呼子町,朝日航洋,"58.10.24,59.3.15",900,,,,「全域」削除,,,
佐賀県,有明町,道路台帳,"撮影,図化","8000,,1000","15.8KM2,0.5KM2",有明町,アジア航測,"59.1.23,59.3.31",1252,,,,,,,
佐賀県,武雄市,道路台帳,"撮影,図化","8000,,1000","129.0KM2,21.7KM2",武雄市,パスコ,"58.3.18,59.2.29",13,,,,,,,
佐賀県,富士町,ダム計画,"撮影,図化","8000,,1000","143.0KM2,19.6KM2",九州地建佐賀河川総合開発工事事務所,福岡航測協同組合,"59.2.1,59.3.30",1332,,,,,,,
佐賀県,鹿島市,都市計画,"撮影,図化","10000,,2500","40.0KM2,23.4KM2",鹿島市,大成測量設計,"58.5.31,58.7.31",282,,,,,,,
佐賀県,"白石町,福富町,有明町",作付面積調査,カラー撮影,10000,83.0KM2,農林水産省経済局統計情報部,アジア航測,"59.1.28,59.2.10",953,赤外カラー→カラーに統一,,,,,,
佐賀県,三田川町,都市計画,"撮影,図化","12500,,2500","27.0KM2,10.8KM2",三田川町,大成測量設計,"58.4.9,58.5.30",83,,,,「全域」削除,,,
佐賀県,富士町,道路計画,"撮影,図化","12500,,2500","17.1KM2,4.0KM2",佐賀県佐賀土木事務所,パスコ,"58.12.3,59.3.10",1177,,,地名修正,,,,
佐賀県,佐賀市,農地開発,図化,5000,227.0KM2,佐賀県佐賀中部農林事務所,大成測量設計,"58.6.23,58.8.25",291,,,「他～」削除,,,,
佐賀県,厳木町,道路台帳,平板,500,2.4KM2,厳木町,エスジー技術,"58.7.30,58.10.20",,,,,,,,
佐賀県,三根町,道路台帳,平板,500,8.0KM2,三根町,国際測量,"58.10.28,59.3.20",,,,,,,,
